sku_id,description,first_sale_date,last_sale_date,average_selling_price,total_units_sold,total_revenue,history_weeks,is_recent,is_long_enough,in_core_scope
21320,GLASS CHALICE GREEN  LARGE,2009-12-01,2011-04-07,3.1577192982456137,398.0,913.34,70.28571428571429,False,True,False
21321,GLASS CHALICE BLUE  LARGE,2009-12-01,2010-04-09,3.076111111111111,122.0,301.8,18.428571428571427,False,False,False
21322,GLASS SPHERE CANDLE STAND LARGE,2009-12-09,2010-01-11,4.9678571428571425,301.0,590.45,4.714285714285714,False,False,False
21323,HANGING MEDINA LANTERN LARGE,2009-12-02,2010-07-23,5.57325,740.0,2506.89,33.285714285714285,False,False,False
21324,HANGING MEDINA LANTERN SMALL,2009-12-03,2011-05-09,3.7048022598870056,1014.0,2845.71,74.57142857142857,False,True,False
21326,AGED GLASS SILVER T-LIGHT HOLDER,2009-12-01,2011-12-09,0.8101834862385321,17770.0,11593.86,105.42857142857143,True,True,True
21327,SKULLS WRITING SET,2009-12-02,2011-12-09,2.00214,1926.0,3378.51,105.28571428571429,True,True,True
21328,BALLOONS  WRITING SET,2009-12-01,2011-12-09,2.262357473035439,2441.0,4612.63,105.42857142857143,True,True,True
21329,DINOSAURS  WRITING SET,2009-12-01,2011-12-09,2.1119964349376112,2082.0,3760.66,105.42857142857143,True,True,True
21330,WOODLAND ANIMAL  WRITING SET,2009-12-01,2010-11-07,2.2783251231527095,1452.0,2454.0699999999997,48.714285714285715,False,False,False
21331,MOROCCAN BEATEN METAL DISH LARGE,2009-12-06,2011-11-16,14.569333333333333,110.0,946.68,101.42857142857143,True,True,True
21332,MOROCCAN BEATEN METAL MIRROR,2009-12-04,2011-08-15,11.9834,270.0,1644.17,88.42857142857143,False,True,False
21333,CLASSIC WHITE FRAME,2009-12-01,2011-04-05,3.225765765765766,1057.0,3192.09,70.0,False,True,False
21335,LIBRARY LAMP,2009-12-01,2010-05-18,25.33285714285714,42.0,989.62,24.0,False,False,False
21336,GOLD WASHBAG,2009-12-04,2011-06-29,3.43906976744186,1823.0,527.5600000000001,81.71428571428571,False,True,False
21337,SILVER WASHBAG,2009-12-02,2010-11-30,3.465,33.0,103.53000000000002,51.857142857142854,False,False,False
21338,MARAKESH LANTERN SMALL,2009-12-05,2010-04-13,6.314285714285715,199.0,873.25,18.428571428571427,False,False,False
21339,MARAKESH LANTERN LARGE,2009-12-08,2010-07-14,19.257692307692302,30.0,544.5,31.142857142857142,False,False,False
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,2009-12-02,2011-12-07,13.07895238095238,1758.0,19194.13,105.0,True,True,True
21341,KASBAH LANTERN WITH GLASS,2009-12-02,2010-10-01,7.1865517241379315,72.0,410.64,43.285714285714285,False,False,False
21343,GOLD JEWELERY BOX,2009-12-09,2010-02-11,8.283333333333333,20.0,92.0,9.142857142857142,False,False,False
21344,MOROCCAN BEATEN METAL DISH,2009-12-01,2011-12-08,8.916153846153845,166.0,749.82,105.28571428571429,True,True,True
21347,GOTHIC CARRIAGE LANTERN,2009-12-02,2010-04-01,5.95,8.0,47.6,17.142857142857142,False,False,False
21348,PINK SPOTS CHOCOLATE NESTING BOXES,2009-12-01,2011-01-26,3.147611940298508,842.0,2030.84,60.142857142857146,False,True,False
21349,IVY HEART WREATH,2009-12-01,2011-11-01,8.393837209302326,553.0,4010.73,100.0,True,True,True
21350,GINGHAM HEART WREATH,2009-12-02,2010-11-05,2.940909090909091,225.0,647.7500000000001,48.285714285714285,False,False,False
21351,CINAMMON & ORANGE WREATH,2009-12-01,2011-12-09,5.481508379888268,1099.0,3702.75,105.42857142857143,True,True,True
21352,EUCALYPTUS & PINECONE  WREATH,2009-12-01,2011-11-15,5.293647798742139,880.0,3110.28,102.0,True,True,True
21353,SILVER SLEIGHBELL  WREATH,2009-12-01,2009-12-22,8.994444444444445,19.0,160.45,3.0,False,False,False
21354,TOAST ITS - BEST MUM,2009-12-02,2011-12-01,1.4986238532110092,2476.0,2979.46,104.14285714285714,True,True,True
21355,TOAST ITS - I LOVE YOU,2009-12-01,2011-12-09,1.455664739884393,3452.0,4218.05,105.42857142857143,True,True,True
21356,TOAST ITS - FAIRY FLOWER,2009-12-01,2011-12-09,1.497909604519774,1592.0,2014.16,105.42857142857143,True,True,True
21357,TOAST ITS - DINOSAUR,2009-12-01,2011-03-28,1.5208796296296296,1388.0,1827.76,68.85714285714286,False,True,False
21358,TOAST ITS - HAPPY BIRTHDAY,2009-12-02,2011-12-08,1.2818918918918918,1129.0,1398.71,105.14285714285714,True,True,True
21359,RELAX LARGE WOOD LETTERS,2009-12-02,2011-08-11,14.575066666666665,208.0,2116.48,88.14285714285714,False,True,False
21360,JOY LARGE WOOD LETTERS,2009-12-01,2011-06-06,10.0931,441.0,2790.41,78.85714285714286,False,True,False
21361,LOVE LARGE WOOD LETTERS,2010-02-11,2011-07-22,14.29027777777778,556.0,7361.74,75.14285714285714,False,True,False
21363,HOME SMALL WOOD LETTERS,2010-01-05,2011-09-25,5.966068796068797,984.0,5296.4800000000005,89.71428571428571,False,True,False
21364,PEACE SMALL WOOD LETTERS,2009-12-01,2011-10-13,7.620658682634731,468.0,3407.7200000000003,97.28571428571429,False,True,False
21365,MIRRORED WALL ART STARS,2009-12-07,2011-12-08,2.5030379746835445,469.0,707.9200000000001,104.42857142857143,True,True,True
21366,MIRRORED WALL ART PHOTO FRAMES,2009-12-10,2011-12-07,6.046153846153847,238.0,1140.0,103.85714285714286,True,True,True
21367,MIRRORED WALL ART GENTS,2009-12-08,2011-12-05,2.5669999999999997,211.0,278.47999999999996,103.85714285714286,True,True,True
21368,MIRRORED WALL ART LADIES,2009-12-08,2011-12-05,1.8668085106382977,201.0,212.04,103.85714285714286,True,True,True
21369,MIRRORED WALL ART SPLODGES,2009-12-23,2011-12-05,2.914090909090909,133.0,225.36,101.71428571428571,True,True,True
21370,MIRRORED WALL ART FOXY,2009-12-06,2011-12-07,7.356363636363636,54.0,251.97,104.42857142857143,True,True,True
21371,MIRRORED WALL ART POPPIES,2009-12-01,2011-12-08,2.59578125,404.0,556.01,105.28571428571429,True,True,True
21372,MIRRORED WALL ART TABLE LAMP,2009-12-02,2011-11-28,2.5941176470588236,156.0,267.01,103.71428571428571,True,True,True
21373,MIRRORED WALL ART SNOWFLAKES,2009-12-04,2011-12-07,1.2465573770491802,636.0,548.89,104.71428571428571,True,True,True
21374,MIRRORED WALL ART SKULLS,2009-12-18,2011-12-01,2.898028169014085,470.0,809.67,101.85714285714286,True,True,True
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM,2009-12-01,2011-12-04,8.058225806451611,134.0,817.6,104.71428571428571,True,True,True
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL,2009-12-06,2011-12-04,5.996086956521739,183.0,849.91,104.0,True,True,True
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,2009-12-01,2011-12-08,2.524387755102041,518.0,742.56,105.28571428571429,True,True,True
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,2009-12-07,2011-12-09,2.1554545454545457,560.0,728.9699999999999,104.57142857142857,True,True,True
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,2009-12-01,2011-12-09,1.9376,641.0,705.46,105.42857142857143,True,True,True
21380,WOODEN HAPPY BIRTHDAY GARLAND,2009-12-03,2011-12-02,3.406554878048781,5031.0,14593.320000000002,104.14285714285714,True,True,True
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,2009-12-03,2011-12-06,2.192467771639042,5104.0,8568.0,104.71428571428571,True,True,True
21382,SET/4 SPRING FLOWER DECORATION,2010-05-16,2011-12-01,2.2237254901960783,1238.0,1665.66,80.57142857142857,True,True,True
21383,PACK OF 12 STICKY BUNNIES,2009-12-09,2011-12-09,0.9649240121580548,2204.0,1590.43,104.28571428571429,True,True,True
21384,IVORY HANGING DECORATION  BUTTERFLY,2009-12-02,2010-05-19,1.048157894736842,1917.0,1810.19,24.0,False,False,False
21385,IVORY HANGING DECORATION  HEART,2009-12-01,2011-12-08,1.0488716502115656,10832.0,9358.94,105.28571428571429,True,True,True
21386,IVORY HANGING DECORATION  EGG,2010-01-11,2011-12-04,0.8370909090909091,1148.0,680.78,98.85714285714286,True,True,True
21387,IVORY HANGING DECORATION  RABBIT,2010-02-23,2010-03-01,0.85,25.0,21.25,0.8571428571428571,False,False,False
21388,IVORY HANGING DECORATION  CHICKEN,2009-12-02,2010-03-29,0.9158620689655173,311.0,290.16999999999996,16.714285714285715,False,False,False
21389,IVORY HANGING DECORATION  BIRD,2009-12-03,2011-12-04,0.9979850746268656,2299.0,2008.09,104.42857142857143,True,True,True
21390,FILIGRIS HEART WITH BUTTERFLY,2009-12-02,2011-12-08,1.460462809917355,10937.0,13552.97,105.14285714285714,True,True,True
21391,FRENCH EMROIDR LAVENDER SCENT HEART,2009-12-02,2011-11-21,1.8737078651685393,1417.0,1811.89,102.71428571428571,True,True,True
21392,RED SPOTTY PUDDING BOWL,2009-12-03,2011-03-17,2.3816326530612244,7545.0,1478.13,67.0,False,True,False
21393,BLUE  SPOTTY PUDDING BOWL,2010-01-08,2011-03-28,2.1336363636363633,5244.0,1172.8100000000002,63.42857142857143,False,True,False
21394,RED SPOTTY BEAKER,2010-01-26,2011-11-13,0.7890666666666667,4005.0,1864.63,93.71428571428571,True,True,True
21395,BLUE SPOTTY BEAKER,2009-12-07,2011-11-03,0.906695652173913,2968.0,1401.6,99.42857142857143,True,True,True
21396,RED SPOTTY EGG CUP,2009-12-01,2010-05-16,1.7088461538461537,948.0,1205.25,23.714285714285715,False,False,False
21397,BLUE  SPOTTY EGG CUP,2009-12-04,2011-05-09,1.6506111111111113,2157.0,2017.74,74.42857142857143,False,True,False
21398,RED  SPOTTY COFFEE  MUG,2009-12-01,2011-04-19,1.8902380952380953,2295.0,2231.9,72.0,False,True,False
21399,BLUE  SPOTTY  COFFEE MUG,2009-12-04,2011-06-05,1.5271186440677968,2378.0,1550.44,78.28571428571429,False,True,False
21400,RED PUDDING SPOON,2009-12-07,2011-12-08,0.3,1078.0,213.07,104.42857142857143,True,True,True
21401,BLUE PUDDING SPOON,2009-12-07,2011-12-08,0.3197540983606557,1437.0,315.7,104.42857142857143,True,True,True
21402,RED  EGG  SPOON,2009-12-03,2011-12-09,0.3663815789473684,1698.0,333.42,105.14285714285714,True,True,True
21403,BLUE EGG  SPOON,2009-12-03,2011-12-08,0.3342038216560509,2319.0,523.0699999999999,105.0,True,True,True
21406,SPOTTY CAT DOORSTOP,2009-12-14,2009-12-14,8.65,1.0,8.65,0.0,False,False,False
21407,BROWN CHECK CAT DOORSTOP,2009-12-01,2011-11-22,5.250021978021978,1294.0,5883.33,103.0,True,True,True
21408,SPOTTY PINK DUCK DOORSTOP,2009-12-02,2011-12-09,5.908458333333333,703.0,3045.31,105.28571428571429,True,True,True
21409,SPOTTY COCKEREL DOORSTOP,2010-01-18,2010-01-18,4.25,1.0,4.25,0.0,False,False,False
21410,COUNTRY COTTAGE  DOORSTOP GREEN,2009-12-01,2010-12-07,5.5142,312.0,1458.28,53.0,False,True,False
21411,GINGHAM HEART  DOORSTOP RED,2009-12-01,2011-12-09,4.870365659777424,2090.0,8352.94,105.42857142857143,True,True,True
21412,VINTAGE GOLD TINSEL REEL,2009-12-01,2010-11-21,1.7285135135135137,275.0,279.0,50.714285714285715,False,False,False
21413,PERIWINKLE T-LIGHT HOLDER,2009-12-08,2011-11-13,1.6411538461538462,3162.0,1131.14,100.71428571428571,True,True,True
21414,SCALLOP SHELL SOAP DISH,2009-12-07,2011-02-22,2.922972972972973,1637.0,870.89,63.142857142857146,False,True,False
21415,CLAM SHELL SMALL,2009-12-09,2011-12-08,2.6460975609756097,348.0,726.1600000000001,104.14285714285714,True,True,True
21416,CLAM SHELL LARGE,2009-12-13,2011-03-22,4.120434782608696,751.0,603.0600000000001,66.28571428571429,False,True,False
21417,COCKLE SHELL DISH,2009-12-01,2011-12-09,3.0267796610169495,502.0,1023.9,105.42857142857143,True,True,True
21418,STARFISH SOAP DISH,2009-12-06,2011-12-07,3.4825373134328355,194.0,533.8399999999999,104.42857142857143,True,True,True
21419,CONCH SHELL,2009-12-01,2010-07-14,4.353157894736842,1259.0,577.6899999999999,32.142857142857146,False,False,False
21420,OYSTER TRINKET BOX,2010-01-04,2011-12-07,3.613125,120.0,332.16,100.28571428571429,True,True,True
21421,PORCELAIN ROSE LARGE,2009-12-06,2011-05-24,1.5691666666666666,1792.0,2144.48,76.28571428571429,False,True,False
21422,PORCELAIN ROSE SMALL,2009-12-03,2011-11-28,1.0762837837837838,3160.0,2619.17,103.57142857142857,True,True,True
21424,WOODLAND STORAGE BOX LARGE,2009-12-01,2011-10-25,4.811619718309859,955.0,2861.64,99.0,True,True,True
21425,SKULLS STORAGE BOX LARGE,2009-12-02,2011-12-06,4.1706315789473685,505.0,1274.93,104.85714285714286,True,True,True
21426,WOODLAND STORAGE BOX SMALL,2009-12-01,2011-12-05,3.2193069306930693,1028.0,1647.0700000000002,104.85714285714286,True,True,True
21427,SKULLS STORAGE BOX SMALL,2009-12-03,2011-12-06,3.0454166666666667,507.0,999.06,104.71428571428571,True,True,True
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,2009-12-01,2011-12-06,5.06049356223176,2883.0,11762.93,105.0,True,True,True
21429,RED GINGHAM ROSE JEWELLERY BOX,2009-12-01,2011-12-08,2.1040532544378694,6359.0,11342.25,105.28571428571429,True,True,True
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2009-12-01,2011-12-09,4.762558139534884,4621.0,18044.97,105.42857142857143,True,True,True
21431,GREEN GINGHAM FLOWER JEWELLERY BOX,2009-12-01,2010-11-16,1.9398924731182796,1483.0,2511.3599999999997,50.0,False,False,False
21432,SET OF 3 CASES WOODLAND DESIGN,2009-12-01,2010-11-19,6.09857740585774,942.0,5435.91,50.42857142857143,False,False,False
21437,24 HANGING EASTER EGGS FLORAL TUB,2009-12-08,2010-03-28,3.9735964912280703,677.0,2350.92,15.714285714285714,False,False,False
21438,TUB 24 HANGING EASTER EGGS SPOTTY,2009-12-03,2010-03-18,3.8329729729729727,373.0,1229.8200000000002,15.0,False,False,False
21439,BASKET OF TOADSTOOLS,2009-12-01,2011-12-08,1.5492181069958846,2259.0,2837.54,105.28571428571429,True,True,True
21440,12 MINI TOADSTOOL PEGS,2009-12-01,2010-07-01,1.32875,472.0,597.56,30.285714285714285,False,False,False
21441,BLUE BIRDHOUSE DECORATION,2009-12-13,2011-12-08,1.1006716417910447,928.0,655.4599999999999,103.57142857142857,True,True,True
21442,GREEN BIRDHOUSE DECORATION,2009-12-15,2011-12-08,1.1215441176470589,973.0,704.9699999999999,103.28571428571429,True,True,True
21443,OLIVE CHALET BIRDFEEDER,2009-12-04,2010-03-30,4.631923076923077,257.0,727.9300000000001,16.571428571428573,False,False,False
21444,BLUE CHALET BIRDFEEDER,2009-12-01,2010-04-26,5.461944444444445,291.0,902.03,20.857142857142858,False,False,False
21445,12 PINK ROSE PEG PLACE SETTINGS,2009-12-01,2011-07-22,1.5165068493150684,1519.0,1887.23,85.42857142857143,False,True,False
21446,12 RED ROSE PEG PLACE SETTINGS,2009-12-03,2011-12-08,1.4849166666666669,1258.0,1669.83,105.0,True,True,True
21447,12 IVORY ROSE PEG PLACE SETTINGS,2009-12-03,2011-09-21,1.6250146627565982,2776.0,3842.63,93.85714285714286,False,True,False
21448,12 DAISY PEGS IN WOOD BOX,2009-12-02,2011-10-16,1.8780465116279068,955.0,1640.1699999999998,97.57142857142857,True,True,True
21450,DISTRESSED CANDLE STICK WHITE,2009-12-03,2009-12-20,5.95,13.0,77.35,2.4285714285714284,False,False,False
21452,TOADSTOOL MONEY BOX,2010-03-18,2011-12-08,3.4630382775119615,1875.0,5731.330000000001,90.0,True,True,True
21454,PAINTED PINK RABBIT,2010-01-11,2011-12-08,0.906497461928934,937.0,807.5999999999999,99.42857142857143,True,True,True
21455,PAINTED YELLOW WOODEN DAISY,2010-01-28,2011-12-07,0.9351461988304094,901.0,797.27,96.85714285714286,True,True,True
21456,2 PICTURE BOOK EGGS EASTER CHICKS,2009-12-04,2011-12-07,1.447878787878788,738.0,776.05,104.71428571428571,True,True,True
21457,2 PICTURE BOOK EGGS EASTER DUCKS,2009-12-04,2011-11-09,1.544769230769231,685.0,716.0,100.71428571428571,True,True,True
21458,2 PICTURE BOOK EGGS EASTER BUNNY,2009-12-04,2011-11-09,1.635,768.0,849.24,100.71428571428571,True,True,True
21459,YELLOW EASTER EGG HUNT START POST,2010-01-28,2011-04-18,2.300909090909091,263.0,520.55,63.57142857142857,False,True,False
21460,GREEN EASTER EGG HUNT START POST,2010-01-29,2011-03-23,2.3655555555555554,113.0,249.65,59.714285714285715,False,True,False
21461,BLUE EASTER EGG HUNT START POST,2010-01-29,2011-04-06,2.336086956521739,82.0,171.04,61.714285714285715,False,True,False
21462,"NURSERY A,B,C PAINTED LETTERS",2009-12-04,2011-12-09,6.878888888888889,413.0,2425.41,105.0,True,True,True
21463,MIRRORED DISCO BALL,2009-12-01,2011-12-07,6.5647350993377485,1349.0,7484.81,105.14285714285714,True,True,True
21464,DISCO BALL ROTATOR BATTERY OPERATED,2009-12-02,2011-12-01,4.2453917050691246,539.0,2286.75,104.14285714285714,True,True,True
21465,PINK FLOWER CROCHET FOOD COVER,2009-12-01,2011-12-01,4.030588235294117,793.0,2875.6400000000003,104.28571428571429,True,True,True
21466,RED FLOWER CROCHET FOOD COVER,2009-12-01,2011-12-08,3.984782608695652,927.0,3479.79,105.28571428571429,True,True,True
21467,CHERRY CROCHET FOOD COVER,2009-12-01,2011-12-09,4.033984375,1025.0,3263.75,105.42857142857143,True,True,True
21468,BUTTERFLY CROCHET FOOD COVER,2009-12-02,2011-11-29,4.018827586206896,669.0,2361.39,103.85714285714286,True,True,True
21469,POLKA DOT RAFFIA FOOD COVER,2009-12-01,2011-12-07,3.972095238095238,1165.0,3482.01,105.14285714285714,True,True,True
21470,FLOWER VINE RAFFIA FOOD COVER,2009-12-01,2011-12-08,4.200248447204969,1102.0,4190.93,105.28571428571429,True,True,True
21471,STRAWBERRY RAFFIA FOOD COVER,2009-12-01,2011-12-09,3.9207523510971782,1406.0,5095.63,105.42857142857143,True,True,True
21472,LADYBIRD + BEE RAFFIA FOOD COVER,2009-12-01,2011-07-15,4.3950174216027875,1056.0,4077.82,84.42857142857143,False,True,False
21473,SWEETHEART CREAM STEEL TABLE RECT,2009-12-13,2011-11-20,20.839,157.0,3212.16,101.0,True,True,True
21474,SWEETHEART CREAM STEEL FOLDIN BENCH,2010-01-21,2010-09-12,19.95,210.0,4189.5,33.42857142857143,False,False,False
21475,SWEETHEART CREAM STEEL FOLDIN CHAIR,2009-12-16,2009-12-16,14.95,1.0,14.95,0.0,False,False,False
21476,STEEL SWEETHEART ROUND TABLE CREAM,2010-01-19,2011-10-19,16.436,142.0,2219.51,91.14285714285714,True,True,True
21477,STRING OF 20 ROSE LIGHTS,2009-12-01,2010-03-31,14.872666666666666,273.0,3248.94,17.142857142857142,False,False,False
21478,SILVER SKULL HOT WATER BOTTLE,2009-12-01,2010-10-31,4.4205376344086025,204.0,854.23,47.714285714285715,False,False,False
21479,WHITE SKULL HOT WATER BOTTLE,2009-12-01,2011-12-09,4.686652587117212,6219.0,31079.8,105.42857142857143,True,True,True
21480,PINK STRIPE HOT WATER BOTTLE,2009-12-01,2009-12-22,3.835,285.0,899.5200000000001,3.0,False,False,False
21481,FAWN BLUE HOT WATER BOTTLE,2009-12-01,2011-12-09,3.765328947368421,8174.0,25613.45,105.42857142857143,True,True,True
21482,MUSHROOM BLUE HOT WATER BOTTLE,2009-12-01,2010-10-17,3.6295135135135137,740.0,2296.76,45.714285714285715,False,False,False
21484,CHICK GREY HOT WATER BOTTLE,2009-12-01,2011-12-09,4.573588571428571,4584.0,18171.14,105.42857142857143,True,True,True
21485,RED SPOT HEART HOT WATER BOTTLE,2009-12-01,2011-12-09,5.467250177179306,7593.0,37078.67,105.42857142857143,True,True,True
21486,PINK HEART DOTS HOT WATER BOTTLE,2009-12-01,2010-12-07,3.903737373737374,1116.0,3638.67,53.0,False,True,False
21488,RED WHITE SCARF  HOT WATER BOTTLE,2009-12-01,2011-03-01,4.569120879120879,2384.0,9784.58,65.0,False,True,False
21489,BLUE WHITE SCARF HOT WATER BOTTLE,2009-12-01,2010-02-17,5.964285714285714,28.0,157.60000000000002,11.142857142857142,False,False,False
21490,SET OF THREE 50'S GIFT WRAPS,2009-12-01,2010-09-20,2.594642857142857,637.0,1210.6,41.857142857142854,False,False,False
21491,SET OF THREE VINTAGE GIFT WRAPS,2009-12-01,2010-12-16,2.124,2878.0,5367.009999999999,54.285714285714285,False,True,False
21493,VINTAGE DESIGN GIFT TAGS,2009-12-01,2010-09-30,1.0483333333333331,272.0,252.45,43.285714285714285,False,False,False
21494,ROTATING LEAVES T-LIGHT HOLDER,2009-12-01,2011-12-09,2.5810453648915184,3833.0,6449.0,105.42857142857143,True,True,True
21495,SKULLS WRAP,2009-12-01,2011-12-08,0.4181382978723404,12465.0,5119.3,105.28571428571429,True,True,True
21496,WOODLAND CREATURES  WRAP,2009-12-17,2009-12-17,0.42,25.0,10.5,0.0,False,False,False
21497,FANCY FONTS BIRTHDAY WRAP,2009-12-01,2011-12-09,0.4176907216494845,17500.0,6978.0,105.42857142857143,True,True,True
21498,RED SPOTS  WRAP,2009-12-01,2011-12-08,0.4174812967581047,26726.0,10851.92,105.28571428571429,True,True,True
21499,BLUE SPOTS  WRAP,2009-12-01,2011-12-08,0.4164782608695652,15052.0,6059.84,105.28571428571429,True,True,True
21500,PINK SPOTS  WRAP,2009-12-01,2011-12-05,0.4163821138211381,15950.0,6443.0,104.85714285714286,True,True,True
21503,TOYBOX  WRAP,2009-12-16,2011-11-30,0.41875,1801.0,740.42,102.0,True,True,True
21504,SKULLS GREETING CARD,2009-12-02,2011-12-07,0.4668484848484848,4913.0,2005.02,105.0,True,True,True
21506,"FANCY FONT BIRTHDAY CARD,",2009-12-01,2011-12-09,0.4894152923538231,10878.0,4534.49,105.42857142857143,True,True,True
21507,"ELEPHANT, BIRTHDAY CARD,",2009-12-02,2011-12-09,0.5037948717948717,8223.0,3455.41,105.28571428571429,True,True,True
21508,VINTAGE KID DOLLY CARD,2009-12-01,2011-12-09,0.517097966728281,6716.0,2808.62,105.42857142857143,True,True,True
21509,COWBOYS AND INDIANS BIRTHDAY CARD,2009-12-03,2011-12-09,0.5027344992050874,8696.0,3587.22,105.14285714285714,True,True,True
21511,VINTAGE COLLAGE  GREETING  CARD,2010-04-13,2010-05-21,0.42,40.0,16.8,5.428571428571429,False,False,False
21518,BANK ACCOUNT  GREETING  CARD,2009-12-02,2011-07-12,0.504862385321101,1107.0,469.28,83.85714285714286,False,True,False
21519,GIN & TONIC DIET GREETING CARD,2009-12-01,2011-12-08,0.5015342960288808,7356.0,3149.93,105.28571428571429,True,True,True
21520,BOOZE & WOMEN GREETING CARD,2009-12-01,2011-12-05,0.5285185185185185,957.0,411.63,104.85714285714286,True,True,True
21523,FANCY FONT HOME SWEET HOME DOORMAT,2009-12-01,2011-12-09,8.905819964349377,6916.0,46083.71,105.42857142857143,True,True,True
21524,SPOTTY  HOME SWEET HOME DOORMAT,2009-12-01,2011-12-08,8.468759757155247,5255.0,35955.44,105.28571428571429,True,True,True
21525,BEWARE OF THE CAT DOORMAT,2009-12-18,2009-12-18,6.75,2.0,13.5,0.0,False,False,False
21527,RETRO SPOT TRADITIONAL TEAPOT,2009-12-01,2011-05-15,8.89035756853397,3345.0,24968.47,75.71428571428571,False,True,False
21528,DAIRY MAID TRADITIONAL TEAPOT,2009-12-01,2011-12-09,7.654163424124514,899.0,5680.15,105.42857142857143,True,True,True
21529,RETRO SPOT CERAMIC TOASTRACK,2009-12-01,2010-09-13,4.022302631578947,503.0,1790.44,40.857142857142854,False,False,False
21530,DAIRY MAID CERAMIC TOASTRACK,2009-12-01,2011-12-08,2.2781818181818183,959.0,1361.5600000000002,105.28571428571429,True,True,True
21531,RETRO SPOT SUGAR JAM BOWL,2009-12-01,2011-12-07,3.038633461047254,4073.0,10174.12,105.14285714285714,True,True,True
21532,DAIRY MAID SUGAR JAM BOWL,2009-12-01,2010-10-11,2.386413043478261,1387.0,1419.71,44.857142857142854,False,False,False
21533,RETRO SPOT LARGE MILK JUG,2009-12-01,2011-12-09,5.453440748440748,3343.0,16614.870000000003,105.42857142857143,True,True,True
21534,DAIRY MAID LARGE MILK JUG,2009-12-01,2011-12-07,5.3836811594202905,938.0,4768.64,105.14285714285714,True,True,True
21535,RETRO SPOT SMALL MILK JUG,2009-12-01,2011-12-08,2.864748455428067,6776.0,16837.0,105.28571428571429,True,True,True
21536,DAIRY MAID  SMALL  MILK JUG,2009-12-03,2010-03-30,2.2688888888888887,221.0,474.74000000000007,16.714285714285715,False,False,False
21537,RETRO SPOTS PUDDING BOWL,2009-12-01,2011-12-07,4.705285171102662,1005.0,4338.71,105.14285714285714,True,True,True
21538,DAIRY MAID  PUDDING BOWL,2009-12-01,2010-12-09,4.00764705882353,1308.0,1924.51,53.285714285714285,False,True,False
21539,RETRO SPOTS BUTTER DISH,2009-12-01,2011-11-01,5.789149232914923,2723.0,13551.64,100.0,True,True,True
21540,DAIRY MAID CERAMIC BUTTER DISH,2009-12-01,2010-09-09,4.735977011494254,1323.0,2394.95,40.285714285714285,False,False,False
21541,DINOSAURS WATER TRANSFER TATTOOS,2009-12-01,2010-11-15,1.0449261083743842,1907.0,1636.24,49.857142857142854,False,False,False
21542,WOODLAND WATER TRANSFER TATTOOS,2009-12-01,2010-10-10,1.016020942408377,1877.0,1600.75,44.714285714285715,False,False,False
21543,BUTTERFLY WATER TRANSFER TATTOOS,2009-12-01,2009-12-21,1.1958333333333333,284.0,215.0,2.857142857142857,False,False,False
21544,SKULLS  WATER TRANSFER TATTOOS,2009-12-01,2011-12-09,1.0451968503937008,6064.0,5052.21,105.42857142857143,True,True,True
21545,CERAMIC BIRDHOUSE BUTTERFLY SMALL,2009-12-01,2010-07-23,3.555542168674699,697.0,1640.12,33.42857142857143,False,False,False
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,2009-12-01,2011-03-22,3.5872727272727274,719.0,1848.4700000000005,68.0,False,True,False
21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,2009-12-01,2010-11-01,3.7270370370370376,682.0,1776.12,47.857142857142854,False,False,False
21549,CERAMIC BIRDHOUSE RED ROOF SMALL,2009-12-01,2010-04-13,3.3067307692307697,547.0,1270.39,19.0,False,False,False
21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,2009-12-02,2010-05-21,6.715223880597015,295.0,1565.51,24.285714285714285,False,False,False
21551,CERAMIC BIRDHOUSE BUTTERFLY LARGE,2009-12-02,2010-01-29,6.8,169.0,824.95,8.285714285714286,False,False,False
21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,2009-12-02,2010-06-03,6.259722222222222,165.0,837.6,26.142857142857142,False,False,False
21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,2009-12-01,2010-04-06,7.881282051282051,90.0,581.27,18.0,False,False,False
21554,CERAMIC BIRDHOUSE RED ROOF LARGE,2009-12-01,2010-01-21,6.479545454545455,167.0,767.75,7.285714285714286,False,False,False
21555,CERAMIC STRAWBERRY TRINKET TRAY,2009-12-02,2011-12-06,3.057462686567164,425.0,1131.37,104.85714285714286,True,True,True
21556,CERAMIC STRAWBERRY MONEY BOX,2009-12-01,2011-11-23,3.251346801346801,1607.0,4244.41,103.14285714285714,True,True,True
21557,SET OF 6 FUNKY BEAKERS,2009-12-01,2011-12-09,4.149375,932.0,3169.3900000000003,105.42857142857143,True,True,True
