sku_id,description,first_sale_date,last_sale_date,average_selling_price,total_units_sold,total_revenue
21528,DAIRY MAID TRADITIONAL TEAPOT,2009-12-01,2011-12-09,7.654163424124514,899.0,5680.15
21529,RETRO SPOT CERAMIC TOASTRACK,2009-12-01,2010-09-13,4.022302631578947,503.0,1790.44
21530,DAIRY MAID CERAMIC TOASTRACK,2009-12-01,2011-12-08,2.2781818181818183,959.0,1361.5600000000002
21531,RETRO SPOT SUGAR JAM BOWL,2009-12-01,2011-12-07,3.038633461047254,4073.0,10174.119999999999
21532,DAIRY MAID SUGAR JAM BOWL,2009-12-01,2010-10-11,2.386413043478261,1387.0,1419.71
21533,RETRO SPOT LARGE MILK JUG,2009-12-01,2011-12-09,5.453440748440748,3343.0,16614.870000000003
21534,DAIRY MAID LARGE MILK JUG,2009-12-01,2011-12-07,5.3836811594202905,938.0,4768.64
21535,RETRO SPOT SMALL MILK JUG,2009-12-01,2011-12-08,2.864748455428067,6776.0,16837.0
21536,DAIRY MAID  SMALL  MILK JUG,2009-12-03,2010-03-30,2.2688888888888887,221.0,474.74000000000007
21537,RETRO SPOTS PUDDING BOWL,2009-12-01,2011-12-07,4.705285171102662,1005.0,4338.71
21538,DAIRY MAID  PUDDING BOWL,2009-12-01,2010-12-09,4.00764705882353,1308.0,1924.51
21539,RETRO SPOTS BUTTER DISH,2009-12-01,2011-11-01,5.789149232914923,2723.0,13551.640000000001
21540,DAIRY MAID CERAMIC BUTTER DISH,2009-12-01,2010-09-09,4.735977011494254,1323.0,2394.95
21541,DINOSAURS WATER TRANSFER TATTOOS,2009-12-01,2010-11-15,1.0449261083743842,1907.0,1636.24
21542,WOODLAND WATER TRANSFER TATTOOS,2009-12-01,2010-10-10,1.016020942408377,1877.0,1600.75
21543,BUTTERFLY WATER TRANSFER TATTOOS,2009-12-01,2009-12-21,1.1958333333333333,284.0,215.0
21544,SKULLS  WATER TRANSFER TATTOOS,2009-12-01,2011-12-09,1.0451968503937008,6064.0,5052.21
21545,CERAMIC BIRDHOUSE BUTTERFLY SMALL,2009-12-01,2010-07-23,3.555542168674699,697.0,1640.1200000000001
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,2009-12-01,2011-03-22,3.5872727272727274,719.0,1848.4700000000003
21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,2009-12-01,2010-11-01,3.7270370370370376,682.0,1776.1200000000001
21549,CERAMIC BIRDHOUSE RED ROOF SMALL,2009-12-01,2010-04-13,3.3067307692307697,547.0,1270.39
21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,2009-12-02,2010-05-21,6.715223880597015,295.0,1565.51
21551,CERAMIC BIRDHOUSE BUTTERFLY LARGE,2009-12-02,2010-01-29,6.8,169.0,824.95
21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,2009-12-02,2010-06-03,6.259722222222222,165.0,837.6
21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,2009-12-01,2010-04-06,7.881282051282051,90.0,581.27
21554,CERAMIC BIRDHOUSE RED ROOF LARGE,2009-12-01,2010-01-21,6.479545454545455,167.0,767.75
21555,CERAMIC STRAWBERRY TRINKET TRAY,2009-12-02,2011-12-06,3.057462686567164,425.0,1131.37
21556,CERAMIC STRAWBERRY MONEY BOX,2009-12-01,2011-11-23,3.251346801346801,1607.0,4244.41
21557,SET OF 6 FUNKY BEAKERS,2009-12-01,2011-12-09,4.149375,932.0,3169.3900000000003
21558,SKULL LUNCHBOX WITH CUTLERY,2009-12-01,2011-12-09,3.2576030927835053,4207.0,10810.66
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,2009-12-01,2011-12-09,3.0474677419354834,8227.0,20345.53
21560,TOADSTOOL  LUNCHBOX WITH CUTLERY,2009-12-01,2009-12-22,3.86,4.0,15.44
21561,DINOSAUR LUNCHBOX WITH CUTLERY,2009-12-01,2011-12-08,2.8990285714285715,2969.0,7303.91
21562,HAWAIIAN GRASS SKIRT,2010-01-07,2011-11-21,1.8506756756756755,678.0,970.2800000000001
21563,RED HEART SHAPE LOVE BUCKET,2009-12-02,2011-12-09,3.315123287671233,2786.0,6875.71
21564,PINK  HEART SHAPE LOVE BUCKET,2009-12-03,2011-12-09,3.22935593220339,1951.0,4524.5
21576,LETS GO SHOPPING COTTON TOTE BAG,2009-12-01,2011-12-08,2.513381642512077,732.0,1686.19
21577,SAVE THE PLANET COTTON TOTE BAG,2009-12-01,2011-12-08,2.713261802575107,2556.0,5716.5199999999995
21578,WOODLAND DESIGN  COTTON TOTE BAG,2009-12-01,2011-12-05,2.6083854166666667,2205.0,5062.86
21579,LOLITA  DESIGN  COTTON TOTE BAG,2009-12-01,2011-12-06,2.5860583941605837,1029.0,1560.85
21580,RABBIT  DESIGN  COTTON TOTE BAG,2009-12-01,2011-12-08,2.855639534883721,542.0,1329.6299999999999
21581,SKULLS  DESIGN  COTTON TOTE BAG,2009-12-01,2011-12-08,2.6458333333333335,1172.0,1890.74
21582,KINGS CHOICE SMALL TUBE MATCHES,2009-12-01,2010-02-21,1.65,117.0,193.04999999999998
21584,RETRO SPOT SMALL TUBE MATCHES,2009-12-01,2011-12-07,1.647831978319783,3769.0,6070.05
21585,SWALLOW SMALL TUBE MATCHES,2010-08-01,2010-08-01,1.65,1.0,1.65
21586,KINGS CHOICE GIANT TUBE MATCHES,2009-12-01,2011-11-07,2.5149590163934423,2583.0,6018.75
21587,COSY HOUR GIANT TUBE MATCHES,2009-12-01,2011-10-18,2.5416974169741695,2071.0,5173.05
21588,RETRO SPOT GIANT  TUBE MATCHES,2009-12-01,2011-12-08,2.523529411764706,3351.0,7748.55
21589,SWALLOW GIANT TUBE MATCHES,2009-12-01,2010-06-17,2.5044943820224717,1119.0,2583.4500000000003
21590,KINGS CHOICE CIGAR BOX MATCHES,2009-12-01,2010-11-10,1.246135593220339,3448.0,4141.28
21591,COSY HOUR CIGAR BOX MATCHES,2009-12-01,2011-12-09,1.262421052631579,3978.0,6003.08
21592,RETRO SPOT  CIGAR BOX MATCHES,2009-12-01,2011-12-08,1.1931211498973304,5876.0,6552.46
21593,SWALLOW CIGAR BOX MATCHES,2009-12-01,2010-05-23,1.2480208333333334,1391.0,1629.31
21594,Dr. Jam's Arouzer Stress Ball,2009-12-09,2011-01-14,4.212,5.0,21.06
21595,Dad's Cab Electronic Meter,2009-12-02,2010-12-07,8.55,9.0,76.95
21596,Hypochondriac Pill Stress Ball,2009-12-01,2010-11-04,4.26,10.0,42.64
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,2009-12-02,2011-08-30,3.033287671232877,1499.0,4186.29
21610,SET 12 PEAR BOTANICAL T-LIGHTS,2009-12-02,2010-11-18,3.043571428571429,542.0,1543.67
21611,SET OF 12 LILY BOTANICAL T-LIGHTS,2009-12-01,2010-10-27,3.1227814569536427,750.0,2182.19
21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,2009-12-01,2010-09-29,3.2462280701754387,698.0,2025.7700000000002
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,2009-12-02,2011-10-27,3.078445945945946,632.0,1861.4500000000003
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,2009-12-02,2011-05-31,3.0643147208121833,1627.0,4538.17
21615,4 LAVENDER BOTANICAL DINNER CANDLES,2009-12-01,2011-12-09,2.350348837209302,1168.0,2308.67
21616,4 PEAR BOTANICAL DINNER CANDLES,2009-12-08,2011-12-09,2.465969387755102,1152.0,2458.58
21617,4 LILY  BOTANICAL DINNER CANDLES,2009-12-02,2011-11-21,2.94546511627907,834.0,2135.01
21618,4 WILDFLOWER BOTANICAL CANDLES,2009-12-01,2011-11-14,2.9126027397260277,698.0,1823.74
21619,4 VANILLA BOTANICAL CANDLES,2009-12-01,2011-12-08,2.4028169014084506,1131.0,2069.02
21620,S/4 ROSE    BOTANICAL  CANDLE,2009-12-03,2011-12-09,2.531762114537445,1087.0,2206.73
21621,VINTAGE UNION JACK BUNTING,2009-12-01,2011-12-06,9.307857689364958,6900.0,60286.04
21622,VINTAGE UNION JACK CUSHION COVER,2009-12-01,2011-12-07,5.8373892405063295,3699.0,19936.94
21623,VINTAGE UNION JACK MEMOBOARD,2010-02-28,2011-12-08,10.215838041431262,6165.0,45402.18
21624,VINTAGE UNION JACK DOORSTOP,2009-12-01,2011-12-08,6.616987654320988,1771.0,10641.15
21625,VINTAGE UNION JACK APRON,2009-12-01,2011-12-07,8.184553571428571,984.0,7037.62
21626,VINTAGE UNION JACK PENNANT,2009-12-01,2011-11-21,2.3283009708737863,1496.0,3017.0699999999997
21627,ELEPHANT CARNIVAL POUFFE,2009-12-04,2011-10-24,22.700782608695654,195.0,3766.35
21628,TRIANGULAR POUFFE VINTAGE,2009-12-02,2011-12-08,22.65022988505747,164.0,3185.2799999999997
21629,SQUARE FLOOR CUSHION VINTAGE PINK,2009-12-03,2011-12-08,11.973333333333334,177.0,1961.37
21630,FLOOR CUSHION ELEPHANT CARNIVAL,2009-12-03,2011-12-07,13.734105263157895,162.0,1973.3899999999999
21631,HIPPY CHIC DECORATIVE PARASOL,2009-12-09,2011-11-17,10.77962962962963,221.0,1571.75
21632,VINTAGE PINK DECORATIVE PARASOL,2009-12-02,2011-01-18,11.170377358490565,132.0,1076.22
21633,SUNFLOWER DECORATIVE PARASOL,2009-12-04,2011-11-21,13.04888888888889,175.0,1663.11
21634,ASSORTED MINI MADRAS NOTEBOOK,2009-12-03,2011-10-16,1.363768115942029,1771.0,1507.74
21635,MADRAS NOTEBOOK LARGE,2009-12-04,2011-07-13,3.29046511627907,398.0,855.24
21636,MADRAS NOTEBOOK MEDIUM,2009-12-04,2011-12-05,1.4927722772277225,1014.0,985.74
21637,ASSORTED SANSKRIT MINI NOTEBOOK,2009-12-01,2011-10-10,1.8408602150537634,1358.0,1741.72
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,2009-12-01,2011-12-08,2.437448275862069,1020.0,2220.94
21639,ASSORTED TUTTI FRUTTI KEYRING,2009-12-01,2010-03-03,0.9633333333333333,259.0,228.64999999999998
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,2009-12-01,2011-12-08,1.0971962616822428,2225.0,2049.4
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,2009-12-02,2011-09-16,1.2257657657657657,1666.0,946.31
21642,ASSORTED TUTTI FRUTTI PEN,2009-12-01,2011-12-09,0.8806896551724137,4413.0,2575.18
21643,ASSORTED TUTTI FRUTTI MIRROR,2009-12-01,2011-11-15,1.8602941176470589,1521.0,2127.94
21644,ASSORTED TUTTI FRUTTI HEART BOX,2009-12-03,2011-11-27,1.4383916083916084,1087.0,1461.47
21645,ASSORTED TUTTI FRUTTI ROUND BOX,2009-12-02,2010-11-16,1.844148148148148,969.0,1642.6499999999999
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,2009-12-01,2011-11-27,2.5659459459459457,848.0,1899.2800000000002
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,2009-12-01,2011-12-09,1.8345493562231758,2940.0,3956.48
21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,2009-12-01,2010-01-08,3.3486206896551725,421.0,1162.89
21650,ASSORTED TUTTI FRUTTI BRACELET,2009-12-01,2011-12-09,0.6638647342995169,3204.0,1163.8
21651,HANGING GLASS ETCHED TEALIGHT,2009-12-03,2011-02-21,1.84456,1361.0,2200.3599999999997
21652,GLASS ETCHED T-LIGHT HOLDER MEDIUM,2009-12-06,2010-08-05,2.098860759493671,896.0,1747.9399999999998
21653,GLASS ETCHED T-LIGHT HOLDER LARGE,2010-01-13,2010-11-22,2.266086956521739,1246.0,2565.67
21654,RIDGED GLASS FINGER BOWL,2009-12-03,2011-09-18,1.2796385542168673,1183.0,820.21
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,2009-12-02,2011-02-11,1.9567415730337079,1396.0,2277.5
21656,RIDGED GLASS POSY VASE,2009-12-03,2011-05-03,2.0507142857142853,985.0,1614.54
21657,MILK BOTTLE WITH GLASS STOPPER,2009-12-03,2011-02-20,8.511949152542373,257.0,1967.38
21658,GLASS  BEURRE DISH,2009-12-01,2011-08-11,5.327878787878788,2225.0,9271.89
21659,GLASS CAKE STAND,2009-12-02,2010-11-07,17.163636363636364,120.0,1891.7
21661,VINTAGE GLASS TEA CADDY,2009-12-04,2011-02-22,7.073838383838384,239.0,1511.3100000000002
21662,VINTAGE GLASS COFFEE CADDY,2009-12-04,2011-08-15,7.421028037383177,269.0,1735.0500000000002
21663,VINTAGE GLASS SUGAR CADDY,2009-12-02,2010-04-13,7.245625,76.0,488.16
21664,RIDGED GLASS STORAGE JAR CREAM LID,2009-12-03,2011-10-17,4.253970588235294,258.0,1031.07
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,2009-12-02,2010-05-26,1.088974358974359,879.0,638.8000000000001
21666,RIDGED GLASS T-LIGHT HOLDER,2009-12-02,2011-12-06,0.819186046511628,1760.0,1105.15
21667,GLASS CAKE COVER AND PLATE,2009-12-03,2011-01-12,18.958098159509202,354.0,6126.25
21668,RED STRIPE CERAMIC DRAWER KNOB,2009-12-01,2011-12-09,1.6418127250900358,10357.0,13912.17
21669,BLUE STRIPE CERAMIC DRAWER KNOB,2009-12-01,2011-12-09,1.5683516483516484,10578.0,13839.18
21670,BLUE SPOT CERAMIC DRAWER KNOB,2009-12-01,2011-12-09,1.6382901554404146,8845.0,12074.4
21671,RED SPOT CERAMIC DRAWER KNOB,2009-12-01,2011-12-09,1.6134520547945204,9488.0,12339.32
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,2009-12-01,2011-12-09,1.59683192261185,11120.0,14411.13
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2009-12-01,2011-12-09,1.6327083333333334,10050.0,13272.39
21674,RIDGED GLASS PENDANT LAMPSHADE,2009-12-07,2010-03-10,16.505555555555553,43.0,680.8499999999999
21675,BUTTERFLIES STICKERS,2009-12-02,2011-12-09,1.0479553903345724,1782.0,1576.84
21676,FLOWERS  STICKERS,2009-12-02,2011-12-05,1.0138364779874214,1193.0,893.7199999999999
21677,HEARTS  STICKERS,2009-12-01,2011-12-09,0.9985304659498206,2125.0,1859.3799999999999
21678,PAISLEY PATTERN  STICKERS,2009-12-02,2011-12-09,0.97425,572.0,423.0
21679,SKULLS  STICKERS,2009-12-01,2011-12-07,1.0574932614555255,4871.0,4034.5099999999998
21680,WOODLAND  STICKERS,2009-12-01,2011-12-09,1.141003717472119,2858.0,2483.68
21681,GIANT MEDINA STAMPED METAL BOWL,2009-12-02,2011-02-22,10.156375,233.0,2234.81
21682,LARGE MEDINA STAMPED METAL BOWL,2009-12-03,2011-12-04,5.280526315789474,559.0,2767.59
21683,MEDIUM MEDINA STAMPED METAL BOWL,2009-12-02,2011-12-05,3.308627450980392,936.0,2757.4700000000003
21684,SMALL MEDINA STAMPED METAL BOWL,2009-12-01,2011-12-09,1.1099999999999999,1696.0,1357.61
21685,MEDINA STAMPED METAL TRAY,2009-12-01,2009-12-02,14.95,3.0,44.849999999999994
21686,MEDINA STAMPED METAL STOOL,2009-12-11,2011-10-02,39.29515151515152,65.0,2460.1400000000003
21687,SILVER PLATE CANDLE BOWL LARGE,2009-12-01,2010-09-14,4.647358490566038,477.0,1871.23
21688,SILVER PLATE CANDLE BOWL SMALL,2009-12-01,2011-11-30,3.6079577464788737,912.0,2845.6500000000005
21689,SILVER VANILLA  FLOWER CANDLE POT,2009-12-07,2011-12-06,4.104516129032258,342.0,1268.12
21690,SILVER  CANDLEPOT JARDIN,2009-12-03,2011-01-30,3.9595454545454545,258.0,990.84
21691,SILVER VANILLA FLOWER CANDLE POT,2009-12-01,2010-10-29,3.9889873417721518,249.0,960.99
21692,SILVER LATTICE VANILLA CANDLE POT,2009-12-01,2011-02-25,4.022333333333333,502.0,1906.62
21693,SMALL HAMMERED SILVER CANDLEPOT,2009-12-03,2011-12-06,3.3857500000000003,871.0,2648.6200000000003
21694,SMALL REGAL  SILVER CANDLEPOT,2009-12-01,2011-12-05,3.2754285714285714,556.0,1593.16
21695,SMALL SILVER FLOWER CANDLE POT,2009-12-02,2011-12-08,3.627549019607843,630.0,1952.1800000000003
21696,SMALL SILVER TRELLIS CANDLEPOT,2009-12-03,2011-11-23,3.2544859813084113,749.0,2251.1400000000003
21697,SET 5 MINI DOUGHNUT FRIDGE MAGNET,2009-12-07,2010-02-15,1.4914285714285713,372.0,295.08000000000004
21698,MOCK LOBSTER FRIDGE MAGNET,2009-12-08,2011-12-07,1.2316964285714285,530.0,399.01
21699,SET 5 MINI CHOCOLATE FRIDGE MAGNETS,2009-12-15,2010-02-15,1.2266666666666666,108.0,82.44
21700,BIG DOUGHNUT FRIDGE MAGNETS,2009-12-01,2011-12-07,3.2401704545454546,6335.0,7028.509999999999
21702,SET 5 MINI GATEAUX  FRIDGE MAGNETS,2009-12-15,2010-02-15,1.3425,2636.0,918.6800000000001
21703,BAG 125g SWIRLY MARBLES,2009-12-02,2011-12-09,0.49681109185441935,14577.0,5646.47
21704,BAG 250g SWIRLY MARBLES,2009-12-01,2011-12-09,0.9764982578397212,17175.0,13235.16
21705,BAG 500g SWIRLY MARBLES,2009-12-01,2011-12-09,1.8070175438596492,2534.0,3145.7099999999996
21706,"FOLDING UMBRELLA , RED/WHITE SPOT",2009-12-01,2011-12-07,5.192204724409448,1348.0,5026.21
21707,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",2009-12-01,2011-12-06,4.954418604651163,1005.0,4184.95
21708,FOLDING UMBRELLA  CREAM/MULTI  SPOT,2009-12-01,2011-12-05,4.722538461538462,611.0,2336.48
21709,FOLDING UMBRELLA  CHOC/WHITE  SPOT,2009-12-02,2011-12-04,5.148717948717948,696.0,2876.7200000000003
21710,FOLDING UMBRELLA  PINK/WHITE  SPOT,2009-12-01,2011-11-25,4.934234234234235,726.0,2235.0099999999998
21711,FOLDING UMBRELLA  WHITE/RED  SPOT,2009-12-01,2011-11-24,5.229154929577465,382.0,1555.66
21713,CITRONELLA CANDLE FLOWERPOT,2009-12-08,2011-12-06,2.3839393939393942,2733.0,5145.4400000000005
21714,CITRONELLA CANDLE GARDEN POT,2009-12-07,2011-12-09,1.7584600760456273,4283.0,6182.39
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,2009-12-13,2011-12-08,3.257576374745417,3553.0,8987.24
21716,BOYS VINTAGE TIN SEASIDE BUCKET,2009-12-13,2011-12-09,3.3368737474949897,3709.0,9397.07
21717,EASTER TIN BUCKET,2009-12-02,2011-03-22,2.927272727272727,1554.0,4039.6299999999997
21718,RED METAL BEACH SPADE,2009-12-14,2011-12-09,1.6677659574468087,4030.0,5250.3
21719,LOVELY BONBON STICKER SHEET,2009-12-01,2011-12-05,1.0726573426573425,906.0,813.14
21720,CAKE SHOP  STICKER SHEET,2009-12-04,2011-07-26,1.0295535714285715,1068.0,929.81
21721,CANDY SHOP  STICKER SHEET,2009-12-01,2011-12-02,1.1454109589041095,1090.0,990.5
21722,SWEET PUDDING STICKER SHEET,2009-12-01,2011-12-08,1.1548101265822783,347.0,327.75
21723,ALPHABET HEARTS STICKER SHEET,2009-12-02,2011-12-05,1.0296323529411764,866.0,769.13
21724,PANDA AND BUNNIES STICKER SHEET,2009-12-01,2011-12-09,1.0143575418994413,996.0,888.3399999999999
21725,SWEETIES  STICKERS,2009-12-01,2011-11-17,1.1497701149425288,1135.0,1036.4299999999998
21726,MULTI HEARTS  STICKERS,2009-12-01,2011-12-07,0.9734177215189872,1077.0,930.99
21728,METAL MEDINA LANTERN,2009-12-03,2010-07-23,13.710249999999998,298.0,2773.11
21729,SMALL MARAKESH METAL  LANTERN,2009-12-02,2010-01-18,4.051290322580646,124.0,422.9
21730,GLASS STAR FROSTED T-LIGHT HOLDER,2009-12-01,2011-12-07,5.4511111111111115,1115.0,5534.17
21731,RED TOADSTOOL LED NIGHT LIGHT,2009-12-01,2011-12-09,2.237496782496782,28910.0,48315.84
21732,RED HANGING METAL STAR TLIGHT HLDR,2009-12-01,2010-09-28,3.8156666666666665,925.0,3214.57
21733,RED HANGING HEART T-LIGHT HOLDER,2009-12-01,2011-12-08,3.09675404350251,17575.0,50346.490000000005
21734,SMALL MARAKESH LANTERN ON STICK,2009-12-02,2010-03-10,5.727666666666667,97.0,529.49
21735,TWO DOOR CURIO CABINET,2009-12-01,2011-09-16,15.352824427480916,853.0,11112.85
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,2009-12-04,2011-04-06,2.343571428571429,193.0,393.69000000000005
21737,SET 3 WICKER LOG BASKETS,2009-12-01,2010-10-18,19.868048780487804,398.0,7362.66
21738,COSY SLIPPER SHOES SMALL  RED,2009-12-01,2011-10-20,3.5006617647058826,422.0,1322.63
21739,COSY SLIPPER SHOES SMALL GREEN,2009-12-02,2011-12-09,3.0525280898876406,494.0,1451.8500000000001
21740,COSY SLIPPER SHOES LARGE RED,2009-12-01,2010-05-30,3.687910447761194,201.0,698.0100000000001
21741,COSY SLIPPER SHOES LARGE GREEN,2009-12-01,2011-11-16,3.830260416666667,701.0,2293.7500000000005
21742,LARGE ROUND WICKER PLATTER,2009-12-01,2011-12-08,6.052820512820513,437.0,2647.28
21743,STAR PORTABLE TABLE LIGHT,2009-12-01,2011-09-13,3.553675675675676,1288.0,3767.0800000000004
21744,SNOWFLAKE PORTABLE TABLE LIGHT,2009-12-01,2011-11-24,3.179144144144144,898.0,2697.1600000000003
21745,GAOLERS KEYS DECORATIVE GARDEN,2009-12-01,2011-12-07,3.953394308943089,2699.0,9201.49
21746,SMALL RED SPOT  WINDMILL,2009-12-01,2011-11-29,1.509516129032258,5965.0,7468.34
21747,SMALL SKULL WINDMILL,2009-12-01,2011-11-30,1.4423376623376625,2049.0,2452.35
21749,LARGE RED SPOT WINDMILL,2009-12-09,2011-11-29,2.5434615384615387,5657.0,10980.980000000001
21750,LARGE SKULL WINDMILL,2009-12-14,2011-11-08,2.428548387096774,309.0,663.85
21752,GLASS CAKE STAND MIRRORED BASE,2009-12-02,2010-09-09,17.717027027027026,77.0,1244.81
21754,HOME BUILDING BLOCK WORD,2009-12-01,2011-12-09,6.587843794920939,7595.0,46516.990000000005
21755,LOVE BUILDING BLOCK WORD,2009-12-01,2011-12-09,6.681397786837508,5643.0,34836.020000000004
21756,BATH BUILDING BLOCK WORD,2009-12-01,2011-12-08,6.565616438356165,1612.0,9944.65
21757,LIGHTHOUSE PRINTED METAL SIGN,2009-12-08,2011-02-17,6.3058139534883715,80.0,454.3
21758,VINTAGE SHELLS PRINT,2009-12-10,2011-12-01,9.013417721518987,135.0,1069.76
21759,METAL WALL SHELF UNIT WITH HOOKS,2010-01-13,2010-04-29,54.18692307692308,30.0,1274.47
21760,FRENCH STYLE WALL DRESSER,2010-03-01,2010-09-09,116.92307692307692,15.0,1740.0
21761,WOOD AND GLASS MEDICINE CABINET,2009-12-01,2011-12-04,29.575,65.0,1814.75
21763,VINTAGE WOODEN BAR STOOL,2010-01-31,2011-07-06,27.95294117647059,43.0,1157.8999999999999
21764,VINTAGE WOODEN PLATE RACK,2009-12-08,2010-03-12,39.49545454545455,17.0,659.1500000000001
21765,HANGING METAL BIRD BATH,2009-12-06,2010-11-15,9.029794520547947,371.0,3076.39
21767,FRENCH STYLE WIRE DOOR CABINET,2009-12-01,2009-12-01,29.95,1.0,29.95
21768,WALL MOUNTED VINTAGE ORGANISER,2009-12-01,2010-11-15,18.043353658536585,497.0,6756.09
21769,VINTAGE POST OFFICE CABINET,2009-12-03,2010-12-07,77.62666666666667,123.0,7954.87
21770,OPEN CLOSED METAL SIGN,2009-12-01,2011-12-08,5.4356748466257665,2991.0,14807.300000000001
21772,VINTAGE METAL CAKE STAND CREAM,2010-01-05,2010-01-05,12.75,1.0,12.75
21773,DECORATIVE ROSE BATHROOM BOTTLE,2009-12-01,2011-12-08,1.9163870967741934,1642.0,1899.4
21774,DECORATIVE CATS BATHROOM BOTTLE,2009-12-03,2011-12-09,2.008216216216216,1711.0,2129.81
21775,DECORATIVE FLORE BATHROOM BOTTLE,2009-12-02,2011-12-08,2.009496402877698,874.0,1326.29
21777,RECIPE BOX WITH METAL HEART,2009-12-01,2010-12-06,9.097527173913043,1126.0,9075.51
21779,MA CAMPAGNE MINI WOODEN CHEST,2009-12-04,2010-01-15,4.612272727272727,301.0,1097.8000000000002
21780,MA CAMPAGNE 4 DRAWER WALL SHELF,2009-12-08,2010-01-13,10.9125,203.0,1745.85
21781,MA CAMPAGNE CUTLERY BOX,2009-12-01,2011-07-10,16.549700272479562,655.0,10125.72
21784,SHOE SHINE BOX,2009-12-01,2011-09-01,12.688595505617975,290.0,3538.2799999999997
21785,RAIN PONCHO,2009-12-04,2011-02-15,0.9908910891089109,2005.0,1514.63
21786,RAIN HAT WITH RED SPOTS,2009-12-01,2011-12-09,0.6250325379609544,7471.0,3049.0299999999997
21787,RAIN PONCHO WITH RED SPOTS,2010-03-25,2011-12-09,1.0361134453781513,15135.0,11926.08
21788,KIDS RAIN MAC BLUE,2009-12-01,2011-12-06,0.9104225352112676,3375.0,2725.0899999999997
21789,KIDS RAIN MAC PINK,2009-12-01,2011-12-02,0.9376923076923076,2920.0,2437.0699999999997
21790,VINTAGE SNAP CARDS,2009-12-01,2011-12-09,1.008572922111866,27244.0,23506.17
21791,VINTAGE HEADS AND TAILS CARD GAME,2009-12-01,2011-12-09,1.4899774436090225,17604.0,22858.6
21792,CLASSIC FRENCH STYLE BASKET GREEN,2010-01-20,2011-08-03,5.968297872340425,494.0,2517.88
21793,CLASSIC FRENCH STYLE BASKET BROWN,2010-01-20,2011-12-01,5.173203883495146,353.0,1627.3600000000001
21794,CLASSIC FRENCH STYLE BASKET NATURAL,2010-01-27,2011-10-25,6.00247191011236,713.0,3552.09
21795,SET OF 3 BLUE STRIPE BASKET,2009-12-01,2010-08-11,13.154124999999999,441.0,3734.9400000000005
21796,SET OF 3 RED STRIPE BASKETS,2009-12-01,2010-08-11,12.662089552238806,324.0,2782.19
21801,CHRISTMAS TREE DECORATION WITH BELL,2009-12-02,2011-10-30,0.45776061776061777,3398.0,1467.6599999999999
21802,CHRISTMAS TREE HEART DECORATION,2009-12-02,2011-11-21,0.4897538461538461,4377.0,1917.1999999999998
21803,CHRISTMAS TREE STAR DECORATION,2009-12-02,2011-12-09,0.4677089783281734,4463.0,1938.96
21804,WHITE CHRISTMAS GARLAND STARS TREES,2009-12-01,2011-12-02,3.843380281690141,597.0,2240.9900000000002
21805,WHITE CHRISTMAS TREE DECORATION,2009-12-01,2010-11-21,0.5065714285714286,2221.0,957.63
21806,WHITE CHRISTMAS HEART DECORATION,2009-12-01,2010-11-29,0.4993939393939394,2707.0,1179.4299999999998
21807,WHITE CHRISTMAS STAR DECORATION,2009-12-01,2011-11-22,0.5124719101123596,3225.0,1422.45
21808,"CHRISTMAS GARLAND STARS,TREES",2009-12-01,2011-12-09,3.6015753424657535,1001.0,2715.53
21809,CHRISTMAS HANGING TREE WITH BELL,2009-12-01,2011-12-09,1.2378301886792453,3015.0,2427.89
21810,CHRISTMAS HANGING STAR WITH BELL,2009-12-02,2011-12-09,0.9649166666666666,6959.0,4374.41
21811,CHRISTMAS HANGING HEART WITH BELL,2009-12-01,2011-11-23,1.1547989949748745,6340.0,4577.18
21812,GARLAND WITH HEARTS AND BELLS,2009-12-01,2011-12-09,5.597766990291262,805.0,3917.4900000000002
21813,GARLAND WITH STARS AND BELLS,2009-12-01,2011-12-09,5.46010752688172,815.0,3761.4100000000003
21814,HEART T-LIGHT HOLDER,2009-12-01,2011-11-29,1.8188888888888888,670.0,1016.53
21815,STAR  T-LIGHT HOLDER,2009-12-01,2011-11-23,1.8554255319148936,679.0,1060.24
