sku_id,description,category,unit_cost,list_price,forecast_demand_horizon,forecast_daily_rate,on_hand_units,on_order_units,lead_time_days,reorder_point,forecast_demand_leadtime,stockout_risk,sales_at_risk_rupees,overstock_risk,capital_locked_rupees,quadrant,revenue_at_stake,recommended_action
21930,JUMBO STORAGE BAG SKULLS,Bags,1.23,1.95,713.4021139096836,12.739323462672923,0.0,383.0,11,325,140.13255808940215,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
82483,WOOD 2 DRAWER CABINET WHITE FINISH,General Merchandise,3.37,5.95,365.09282530319496,6.519514737557053,211.0,0.0,3,74,19.55854421267116,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
72741,GRAND CHOCOLATECANDLE,Lighting & Candles,0.93,1.45,700.0078455580267,12.500140099250476,1167.0,0.0,9,694,112.50126089325428,0.0,0.0,0.40016465676261637,434.3027036310352,Healthy,434.3027036310352,No action needed; leave as is.
22624,IVORY KITCHEN SCALES,Kitchen & Dining,4.69,8.5,180.2097717553017,3.2180316384875303,97.0,78.0,14,135,45.05244293882542,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
84991,60 TEATIME FAIRY CAKE CASES,General Merchandise,0.32,0.55,2802.170792569896,50.03876415303386,1612.0,2297.0,10,1787,500.3876415303386,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
23201,JUMBO BAG ALPHABET,Bags,1.29,2.08,2023.9881967868578,36.14264637119389,686.0,1125.0,13,1121,469.8544028255206,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
20750,RED RETROSPOT MINI CASES,General Merchandise,5.0,7.95,303.0893229787498,5.412309338906247,57.0,147.0,9,81,48.71078405015622,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,Seasonal & Christmas,1.54,2.89,751.7657195385354,13.424387848902418,1659.0,0.0,7,1321,93.97071494231693,0.0,0.0,0.5468561063661631,1397.1407919106555,Markdown / Clear,1397.1407919106555,Promote or discount to free up capital.
71459,HANGING JAM JAR T-LIGHT HOLDER,Lighting & Candles,0.52,0.85,1186.6749617470282,21.19062431691122,857.0,0.0,3,376,63.571872950733656,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22961,JAM MAKING SET PRINTED,General Merchandise,0.67,1.45,1914.7347262548258,34.19169154026475,0.0,22.0,14,12,478.6836815637065,0.9540406309065456,662.1913382673744,0.0,0.0,Reorder Now,662.1913382673744,Raise a replenishment order before stock runs out.
22752,SET 7 BABUSHKA NESTING BOXES,Storage,4.54,8.5,606.2149854896013,10.825267598028594,478.0,0.0,3,184,32.47580279408578,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22867,HAND WARMER BIRD DESIGN,Home Decor,1.22,2.1,1638.0133558851091,29.250238497948377,863.0,1131.0,8,1372,234.00190798358702,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
48111,DOORMAT 3 SMILEY CATS,Home Decor,3.98,7.49,154.57209253510817,2.760215938126932,535.0,0.0,12,320,33.12259125752318,0.0,0.0,0.7110802008689567,1514.1030717102697,Markdown / Clear,1514.1030717102697,Promote or discount to free up capital.
20971,PINK BLUE FELT CRAFT TRINKET BOX,Storage,0.81,1.25,1370.1405333673129,24.466795238702016,394.0,660.0,10,728,244.66795238702016,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
82600,NO SINGING METAL SIGN,Home Decor,0.96,2.1,851.9271541042116,15.212984894718064,449.0,0.0,9,319,136.91686405246259,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
20711,JUMBO BAG TOYS ,Bags,1.08,1.95,476.96467204026305,8.517226286433269,513.0,0.0,11,339,93.68948915076597,0.0,0.0,0.07024430401508176,38.91815419651591,Healthy,38.91815419651591,No action needed; leave as is.
22507,MEMO BOARD RETROSPOT  DESIGN,Home Decor,2.44,4.95,374.0624367426619,6.679686370404676,93.0,110.0,10,104,66.79686370404676,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22551,PLASTERS IN TIN SPACEBOY,Storage,1.05,1.65,934.3076909846064,16.6840659104394,305.0,409.0,9,507,150.15659319395462,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22835,HOT WATER BOTTLE I AM SO POORLY,Home & Living,2.57,4.65,700.8217959836761,12.51467492827993,415.0,359.0,14,534,175.20544899591903,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,General Merchandise,0.47,0.85,1608.699857416676,28.726783168154927,1002.0,0.0,11,533,315.9946148497042,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22149,FELTCRAFT 6 FLOWER FRIENDS,Garden & Outdoor,0.97,2.1,1065.8989121765342,19.033909146009538,351.0,0.0,9,331,171.30518231408584,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22087,PAPER BUNTING WHITE LACE,Storage,1.58,2.95,509.991413711923,9.106989530570052,212.0,0.0,3,78,27.320968591710155,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22084,PAPER CHAIN KIT EMPIRE,General Merchandise,1.64,2.95,1047.5565378776566,18.7063667478153,406.0,0.0,9,309,168.3573007303377,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,Lighting & Candles,0.39,0.65,904.0905438447778,16.144473997228175,341.0,600.0,4,351,64.5778959889127,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
23173,REGENCY TEAPOT ROSES ,Kitchen & Dining,5.81,9.95,1643.152530644449,29.34200947579373,501.0,0.0,12,437,352.10411370952477,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22722,SET OF 6 SPICE TINS PANTRY DESIGN,Storage,2.16,3.95,896.8151366206038,16.01455601108221,355.0,0.0,7,174,112.10189207757547,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
48173C,DOORMAT BLACK FLOCK ,Home Decor,4.47,7.95,152.15398467506128,2.7170354406260944,126.0,0.0,8,116,21.736283525008755,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
84836,ZINC METAL HEART DECORATION,Party & Decor,0.81,1.25,766.9466842403209,13.695476504291445,1523.0,0.0,11,731,150.6502415472059,0.0,0.0,0.4964237135651209,612.4031857653401,Healthy,612.4031857653401,No action needed; leave as is.
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Home Decor,0.14,0.29,4330.71505027473,77.33419732633446,1020.0,1560.0,14,1694,1082.6787625686825,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22728,ALARM CLOCK BAKELIKE PINK,Home Decor,1.77,3.75,956.3960491404648,17.0785008775083,0.0,301.0,10,248,170.785008775083,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22698,PINK REGENCY TEACUP AND SAUCER,Kitchen & Dining,1.83,2.95,734.0978490447466,13.108890161513331,758.0,0.0,6,283,78.65334096907999,0.0,0.0,0.03153318067975387,43.74093624811378,Healthy,43.74093624811378,No action needed; leave as is.
21231,SWEETHEART CERAMIC TRINKET BOX,Storage,0.67,1.25,662.9395837070283,11.83820685191122,35.0,188.0,10,157,118.38206851911221,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21955,DOORMAT UNION JACK GUNS AND ROSES,Home Decor,4.71,7.49,303.07773405724834,5.412102393879435,343.0,0.0,5,165,27.060511969397176,0.0,0.0,0.11639144589723517,188.03387259036035,Healthy,188.03387259036035,No action needed; leave as is.
21481,FAWN BLUE HOT WATER BOTTLE,Home & Living,1.52,2.95,534.9756749153395,9.553137052059634,94.0,211.0,8,215,76.42509641647707,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21790,VINTAGE SNAP CARDS,Stationery,0.5,0.85,1252.1246971918195,22.35936959271106,0.0,677.0,9,323,201.23432633439955,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
47590A,BLUE HAPPY BIRTHDAY BUNTING,Storage,2.82,5.45,134.71861034751652,2.4056894704913665,111.0,0.0,5,40,12.028447352456833,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
23344,JUMBO BAG 50'S CHRISTMAS ,Seasonal & Christmas,1.05,2.08,2506.4306076652897,44.75768942259446,308.0,0.0,3,193,134.27306826778337,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22605,WOODEN CROQUET GARDEN SET,Garden & Outdoor,6.33,12.75,278.9577025294658,4.981387545169032,184.0,247.0,11,201,54.79526299685936,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
20972,PINK CREAM FELT CRAFT TRINKET BOX ,Storage,0.79,1.25,1265.9293849378419,22.605881873890034,390.0,354.0,10,500,226.05881873890036,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
47566B,TEA TIME PARTY BUNTING,Storage,2.31,4.95,428.8755275569189,7.658491563516408,128.0,0.0,14,86,107.21888188922972,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,Storage,2.99,4.95,1418.9508657428003,25.338408316835718,820.0,0.0,11,499,278.7224914851929,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22607,WOODEN ROUNDERS GARDEN SET ,Garden & Outdoor,5.46,8.5,240.37998161347872,4.292499671669263,306.0,0.0,12,256,51.509996060031156,0.0,0.0,0.2144445045311153,358.2853003904062,Healthy,358.2853003904062,No action needed; leave as is.
22625,RED KITCHEN SCALES,Kitchen & Dining,4.58,8.5,162.82557772012782,2.90759960214514,66.0,94.0,12,67,34.891195225741676,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22554,PLASTERS IN TIN WOODLAND ANIMALS,Storage,0.95,1.65,985.7748372614354,17.603122093954205,360.0,0.0,5,224,88.01561046977102,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,Home Decor,4.11,8.5,372.33009820091456,6.64875175358776,6.0,25.0,7,18,46.54126227511432,0.33392438269608893,132.10072933847172,0.0,0.0,Healthy,132.10072933847172,No action needed; leave as is.
84970S,HANGING HEART ZINC T-LIGHT HOLDER,Lighting & Candles,0.42,0.85,1672.2157628809794,29.860995765731776,722.0,0.0,6,412,179.16597459439066,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
84406B,CREAM CUPID HEARTS COAT HANGER,Kitchen & Dining,1.91,3.25,445.0815796159894,7.947885350285525,389.0,0.0,8,247,63.5830828022842,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21936,RED RETROSPOT PICNIC BAG,Bags,1.36,2.95,615.3091357731414,10.987663138806097,253.0,0.0,8,114,87.90130511044877,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21314,SMALL GLASS HEART TRINKET POT,General Merchandise,1.24,2.1,673.4280169720826,12.025500303072903,228.0,0.0,8,216,96.20400242458322,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
85014A,BLACK/BLUE POLKADOT UMBRELLA,General Merchandise,3.25,5.95,311.68697163979755,5.565838779282099,548.0,0.0,6,376,33.39503267569259,0.0,0.0,0.4312281539419753,768.0173421706579,Healthy,768.0173421706579,No action needed; leave as is.
22556,PLASTERS IN TIN CIRCUS PARADE ,Storage,0.99,1.65,890.3939370501901,15.899891733039109,204.0,541.0,3,312,47.69967519911732,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
20749,ASSORTED COLOUR MINI CASES,General Merchandise,3.68,7.95,399.1518789368323,7.127712123872006,0.0,131.0,10,50,71.27712123872006,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22113,GREY HEART HOT WATER BOTTLE,Home & Living,2.31,3.75,667.5892793536445,11.921237131315081,9.0,209.0,12,158,143.05484557578097,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22499,WOODEN UNION JACK BUNTING,Storage,3.81,5.95,418.80002416215893,7.478571860038552,347.0,0.0,8,165,59.828574880308416,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21791,VINTAGE HEADS AND TAILS CARD GAME ,Stationery,0.7,1.25,941.1573961937595,16.806382074888564,296.0,0.0,3,180,50.419146224665695,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22585,PACK OF 6 BIRDY GIFT TAGS,Garden & Outdoor,0.56,1.25,673.4276540307651,12.025493821977948,1140.0,0.0,8,578,96.20395057582358,0.0,0.0,0.4092739876923113,261.2805137427716,Healthy,261.2805137427716,No action needed; leave as is.
21210,SET OF 72 RETROSPOT PAPER  DOILIES,General Merchandise,0.68,1.45,893.6913366115524,15.958773868063435,434.0,293.0,12,504,191.50528641676124,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
23202,JUMBO BAG VINTAGE LEAF,Bags,1.04,2.08,2111.0568910060592,37.69744448225106,775.0,788.0,12,1303,452.3693337870127,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
23209,LUNCH BAG VINTAGE DOILY ,Bags,0.78,1.65,2459.938207521632,43.92746799145772,1639.0,0.0,10,1364,439.2746799145772,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21213,PACK OF 72 SKULL CAKE CASES,General Merchandise,0.26,0.55,2029.4678985797696,36.240498188924455,1336.0,0.0,12,893,434.8859782670935,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22969,HOMEMADE JAM SCENTED CANDLES,Lighting & Candles,0.79,1.45,1450.4167616608108,25.900299315371623,1067.0,0.0,8,725,207.20239452297298,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22941,CHRISTMAS LIGHTS 10 REINDEER,Seasonal & Christmas,4.99,8.5,496.8587578913741,8.872477819488823,274.0,0.0,4,155,35.489911277955294,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22456,NATURAL SLATE CHALKBOARD LARGE ,General Merchandise,2.45,4.95,272.31303425065863,4.862732754476047,265.0,0.0,14,188,68.07825856266466,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,General Merchandise,1.94,3.75,629.4921367321149,11.24093101307348,0.0,88.0,14,87,157.37303418302872,0.44081906753063027,260.1488781863577,0.0,0.0,Healthy,260.1488781863577,No action needed; leave as is.
23206,LUNCH BAG APPLE DESIGN,Bags,0.95,1.65,1865.8498599822428,33.31874749968291,1242.0,0.0,3,869,99.95624249904873,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
48116,DOORMAT MULTICOLOUR STRIPE,Home Decor,4.73,7.49,74.58265900260201,1.331833196475036,197.0,0.0,4,108,5.327332785900144,0.0,0.0,0.6214078223218172,579.0340229176925,Markdown / Clear,579.0340229176925,Promote or discount to free up capital.
21218,RED SPOTTY BISCUIT TIN,Storage,1.88,3.75,292.74237652529183,5.22754243795164,392.0,0.0,14,257,73.18559413132296,0.0,0.0,0.2532082231497657,186.60433213245133,Healthy,186.60433213245133,No action needed; leave as is.
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,Seasonal & Christmas,4.75,7.95,169.85304246684865,3.033090044050869,21.0,38.0,4,28,12.132360176203475,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22294,HEART FILIGREE DOVE  SMALL,General Merchandise,0.58,1.25,448.73805440668815,8.013179542976575,858.0,0.0,9,506,72.11861588678917,0.0,0.0,0.47699527458427954,237.37192844412087,Healthy,237.37192844412087,No action needed; leave as is.
22632,HAND WARMER RED RETROSPOT,Home & Living,1.26,2.1,925.5417031596049,16.527530413564374,2248.0,0.0,12,1413,198.33036496277248,0.0,0.0,0.58828216051619,1666.297454018898,Markdown / Clear,1666.297454018898,Promote or discount to free up capital.
22356,CHARLOTTE BAG PINK POLKADOT,Bags,0.53,0.85,1570.435758374462,28.04349568525825,899.0,0.0,11,646,308.4784525378408,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,Storage,0.6,1.25,1492.9694237029275,26.66016828040942,38.0,0.0,10,104,266.6016828040942,0.8574652657840747,285.75210350511776,0.0,0.0,Reorder Now,285.75210350511776,Raise a replenishment order before stock runs out.
22424,ENAMEL BREAD BIN CREAM,General Merchandise,7.9,12.75,416.2980384661284,7.433893544038007,104.0,80.0,13,128,96.64061607249408,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,Storage,1.57,2.55,321.9147352637861,5.748477415424752,136.0,297.0,3,152,17.245432246274255,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
20723,STRAWBERRY CHARLOTTE BAG,Bags,0.45,0.85,1135.2874790018118,20.272990696460926,122.0,420.0,12,237,243.27588835753113,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
85150,LADIES & GENTLEMEN METAL SIGN,Home Decor,1.21,2.55,496.06760541999245,8.85835009678558,64.0,207.0,9,174,79.72515087107023,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
37449,CERAMIC CAKE STAND + HANGING CAKES,General Merchandise,6.08,9.95,298.6789711630642,5.333553056483289,74.0,0.0,3,39,16.000659169449868,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",General Merchandise,2.91,4.95,317.998662682188,5.678547547896215,134.0,0.0,8,117,45.42838038316972,0.0,0.0,0.0,0.0,Healthy,0.0,No action needed; leave as is.
