date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2011-09-04,21181,943.0,0.0,8,498
2011-09-05,21181,206.0,995.0,8,498
2011-09-06,21181,0.0,995.0,8,498
2011-09-07,21181,0.0,995.0,8,498
2011-09-08,21181,0.0,995.0,8,498
2011-09-09,21181,0.0,995.0,8,498
2011-09-10,21181,0.0,995.0,8,498
2011-09-11,21181,0.0,995.0,8,498
2011-09-12,21181,0.0,995.0,8,498
2011-09-13,21181,976.0,0.0,8,498
2011-09-14,21181,828.0,0.0,8,498
2011-09-15,21181,753.0,0.0,8,498
2011-09-16,21181,677.0,0.0,8,498
2011-09-17,21181,677.0,0.0,8,498
2011-09-18,21181,622.0,0.0,8,498
2011-09-19,21181,597.0,0.0,8,498
2011-09-20,21181,534.0,0.0,8,498
2011-09-21,21181,497.0,704.0,8,498
2011-09-22,21181,448.0,704.0,8,498
2011-09-23,21181,440.0,704.0,8,498
2011-09-24,21181,440.0,704.0,8,498
2011-09-25,21181,386.0,704.0,8,498
2011-09-26,21181,212.0,704.0,8,498
2011-09-27,21181,166.0,704.0,8,498
2011-09-28,21181,135.0,704.0,8,498
2011-09-29,21181,767.0,0.0,8,498
2011-09-30,21181,724.0,0.0,8,498
2011-10-01,21181,724.0,0.0,8,498
2011-10-02,21181,717.0,0.0,8,498
2011-10-03,21181,463.0,738.0,8,498
2011-10-04,21181,412.0,738.0,8,498
2011-10-05,21181,356.0,738.0,8,498
2011-10-06,21181,241.0,738.0,8,498
2011-10-07,21181,154.0,738.0,8,498
2011-10-08,21181,154.0,738.0,8,498
2011-10-09,21181,141.0,738.0,8,498
2011-10-10,21181,12.0,738.0,8,498
2011-10-11,21181,683.0,0.0,8,498
2011-10-12,21181,671.0,0.0,8,498
2011-10-13,21181,655.0,0.0,8,498
2011-10-14,21181,573.0,0.0,8,498
2011-10-15,21181,573.0,0.0,8,498
2011-10-16,21181,562.0,0.0,8,498
2011-10-17,21181,523.0,0.0,8,498
2011-10-18,21181,504.0,0.0,8,498
2011-10-19,21181,485.0,716.0,8,498
2011-10-20,21181,461.0,716.0,8,498
2011-10-21,21181,436.0,716.0,8,498
2011-10-22,21181,436.0,716.0,8,498
2011-10-23,21181,434.0,716.0,8,498
2011-10-24,21181,0.0,716.0,8,498
2011-10-25,21181,0.0,716.0,8,498
2011-10-26,21181,0.0,716.0,8,498
2011-10-27,21181,615.0,0.0,8,498
2011-10-28,21181,494.0,707.0,8,498
2011-10-29,21181,494.0,707.0,8,498
2011-10-30,21181,464.0,707.0,8,498
2011-10-31,21181,417.0,707.0,8,498
2011-11-01,21181,417.0,707.0,8,498
2011-11-02,21181,417.0,707.0,8,498
2011-11-03,21181,417.0,707.0,8,498
2011-11-04,21181,417.0,707.0,8,498
2011-11-05,21181,1124.0,0.0,8,498
2011-11-06,21181,1124.0,0.0,8,498
2011-11-07,21181,1123.0,0.0,8,498
2011-11-08,21181,1117.0,0.0,8,498
2011-11-09,21181,1114.0,0.0,8,498
2011-11-10,21181,1114.0,0.0,8,498
2011-11-11,21181,1114.0,0.0,8,498
2011-11-12,21181,1114.0,0.0,8,498
2011-11-13,21181,1112.0,0.0,8,498
2011-11-14,21181,920.0,0.0,8,498
2011-11-15,21181,919.0,0.0,8,498
2011-11-16,21181,914.0,0.0,8,498
2011-11-17,21181,914.0,0.0,8,498
2011-11-18,21181,913.0,0.0,8,498
2011-11-19,21181,913.0,0.0,8,498
2011-11-20,21181,911.0,0.0,8,498
2011-11-21,21181,907.0,0.0,8,498
2011-11-22,21181,904.0,0.0,8,498
2011-11-23,21181,897.0,0.0,8,498
2011-11-24,21181,895.0,0.0,8,498
2011-11-25,21181,895.0,0.0,8,498
2011-11-26,21181,895.0,0.0,8,498
2011-11-27,21181,870.0,0.0,8,498
2011-11-28,21181,498.0,703.0,8,498
2011-11-29,21181,329.0,703.0,8,498
2011-11-30,21181,135.0,703.0,8,498
2011-12-01,21181,79.0,703.0,8,498
2011-12-02,21181,0.0,703.0,8,498
2011-12-03,21181,0.0,703.0,8,498
2011-12-04,21181,0.0,703.0,8,498
2011-12-05,21181,0.0,703.0,8,498
2011-12-06,21181,622.0,0.0,8,498
2011-12-07,21181,536.0,0.0,8,498
2011-12-08,21181,390.0,811.0,8,498
2011-12-09,21181,336.0,811.0,8,498
2011-08-11,21210,309.0,291.0,12,504
2011-08-12,21210,309.0,291.0,12,504
2011-08-13,21210,600.0,0.0,12,504
2011-08-14,21210,597.0,0.0,12,504
2011-08-15,21210,584.0,0.0,12,504
2011-08-16,21210,572.0,0.0,12,504
2011-08-17,21210,544.0,0.0,12,504
2011-08-18,21210,520.0,0.0,12,504
2011-08-19,21210,520.0,0.0,12,504
2011-08-20,21210,520.0,0.0,12,504
2011-08-21,21210,520.0,0.0,12,504
2011-08-22,21210,484.0,302.0,12,504
2011-08-23,21210,469.0,302.0,12,504
2011-08-24,21210,443.0,302.0,12,504
2011-08-25,21210,430.0,302.0,12,504
2011-08-26,21210,430.0,302.0,12,504
2011-08-27,21210,430.0,302.0,12,504
2011-08-28,21210,430.0,302.0,12,504
2011-08-29,21210,430.0,302.0,12,504
2011-08-30,21210,427.0,302.0,12,504
2011-08-31,21210,425.0,302.0,12,504
2011-09-01,21210,425.0,302.0,12,504
2011-09-02,21210,423.0,302.0,12,504
2011-09-03,21210,725.0,0.0,12,504
2011-09-04,21210,711.0,0.0,12,504
2011-09-05,21210,711.0,0.0,12,504
2011-09-06,21210,687.0,0.0,12,504
2011-09-07,21210,685.0,0.0,12,504
2011-09-08,21210,673.0,0.0,12,504
2011-09-09,21210,661.0,0.0,12,504
2011-09-10,21210,661.0,0.0,12,504
2011-09-11,21210,649.0,0.0,12,504
2011-09-12,21210,613.0,0.0,12,504
2011-09-13,21210,419.0,367.0,12,504
2011-09-14,21210,395.0,367.0,12,504
2011-09-15,21210,372.0,367.0,12,504
2011-09-16,21210,360.0,367.0,12,504
2011-09-17,21210,360.0,367.0,12,504
2011-09-18,21210,358.0,367.0,12,504
2011-09-19,21210,310.0,367.0,12,504
2011-09-20,21210,297.0,367.0,12,504
2011-09-21,21210,258.0,367.0,12,504
2011-09-22,21210,234.0,367.0,12,504
2011-09-23,21210,217.0,367.0,12,504
2011-09-24,21210,217.0,367.0,12,504
2011-09-25,21210,571.0,0.0,12,504
2011-09-26,21210,556.0,0.0,12,504
2011-09-27,21210,556.0,0.0,12,504
2011-09-28,21210,543.0,0.0,12,504
2011-09-29,21210,518.0,0.0,12,504
2011-09-30,21210,502.0,284.0,12,504
2011-10-01,21210,502.0,284.0,12,504
2011-10-02,21210,502.0,284.0,12,504
2011-10-03,21210,502.0,284.0,12,504
2011-10-04,21210,490.0,284.0,12,504
2011-10-05,21210,478.0,284.0,12,504
2011-10-06,21210,453.0,284.0,12,504
2011-10-07,21210,429.0,284.0,12,504
2011-10-08,21210,429.0,284.0,12,504
2011-10-09,21210,425.0,284.0,12,504
2011-10-10,21210,388.0,284.0,12,504
2011-10-11,21210,376.0,284.0,12,504
2011-10-12,21210,652.0,0.0,12,504
2011-10-13,21210,628.0,0.0,12,504
2011-10-14,21210,628.0,0.0,12,504
2011-10-15,21210,628.0,0.0,12,504
2011-10-16,21210,627.0,0.0,12,504
2011-10-17,21210,426.0,360.0,12,504
2011-10-18,21210,414.0,360.0,12,504
2011-10-19,21210,414.0,360.0,12,504
2011-10-20,21210,414.0,360.0,12,504
2011-10-21,21210,414.0,360.0,12,504
2011-10-22,21210,414.0,360.0,12,504
2011-10-23,21210,413.0,360.0,12,504
2011-10-24,21210,413.0,360.0,12,504
2011-10-25,21210,398.0,360.0,12,504
2011-10-26,21210,397.0,360.0,12,504
2011-10-27,21210,381.0,360.0,12,504
2011-10-28,21210,380.0,360.0,12,504
2011-10-29,21210,740.0,0.0,12,504
2011-10-30,21210,734.0,0.0,12,504
2011-10-31,21210,732.0,0.0,12,504
2011-11-01,21210,732.0,0.0,12,504
2011-11-02,21210,720.0,0.0,12,504
2011-11-03,21210,696.0,0.0,12,504
2011-11-04,21210,695.0,0.0,12,504
2011-11-05,21210,695.0,0.0,12,504
2011-11-06,21210,679.0,0.0,12,504
2011-11-07,21210,667.0,0.0,12,504
2011-11-08,21210,641.0,0.0,12,504
2011-11-09,21210,641.0,0.0,12,504
2011-11-10,21210,520.0,0.0,12,504
2011-11-11,21210,516.0,0.0,12,504
2011-11-12,21210,516.0,0.0,12,504
2011-11-13,21210,488.0,298.0,12,504
2011-11-14,21210,476.0,298.0,12,504
2011-11-15,21210,461.0,298.0,12,504
2011-11-16,21210,438.0,298.0,12,504
2011-11-17,21210,371.0,298.0,12,504
2011-11-18,21210,346.0,298.0,12,504
2011-11-19,21210,346.0,298.0,12,504
2011-11-20,21210,346.0,298.0,12,504
2011-11-21,21210,160.0,626.0,12,504
2011-11-22,21210,88.0,626.0,12,504
2011-11-23,21210,62.0,626.0,12,504
2011-11-24,21210,46.0,626.0,12,504
2011-11-25,21210,344.0,328.0,12,504
2011-11-26,21210,344.0,328.0,12,504
2011-11-27,21210,337.0,328.0,12,504
2011-11-28,21210,314.0,328.0,12,504
2011-11-29,21210,288.0,328.0,12,504
2011-11-30,21210,165.0,621.0,12,504
2011-12-01,21210,164.0,621.0,12,504
2011-12-02,21210,163.0,621.0,12,504
2011-12-03,21210,491.0,293.0,12,504
2011-12-04,21210,491.0,293.0,12,504
2011-12-05,21210,474.0,293.0,12,504
2011-12-06,21210,473.0,293.0,12,504
2011-12-07,21210,460.0,293.0,12,504
2011-12-08,21210,434.0,293.0,12,504
2011-12-09,21210,434.0,293.0,12,504
2011-08-11,21212,4254.0,0.0,10,2333
2011-08-12,21212,4180.0,0.0,10,2333
2011-08-13,21212,4180.0,0.0,10,2333
2011-08-14,21212,4177.0,0.0,10,2333
2011-08-15,21212,4099.0,0.0,10,2333
2011-08-16,21212,4048.0,0.0,10,2333
2011-08-17,21212,3976.0,0.0,10,2333
2011-08-18,21212,2607.0,0.0,10,2333
2011-08-19,21212,2535.0,0.0,10,2333
2011-08-20,21212,2535.0,0.0,10,2333
2011-08-21,21212,2527.0,0.0,10,2333
2011-08-22,21212,2455.0,0.0,10,2333
2011-08-23,21212,2323.0,2634.0,10,2333
2011-08-24,21212,2246.0,2634.0,10,2333
2011-08-25,21212,2222.0,2634.0,10,2333
2011-08-26,21212,2025.0,2634.0,10,2333
2011-08-27,21212,2025.0,2634.0,10,2333
2011-08-28,21212,2020.0,2634.0,10,2333
2011-08-29,21212,2020.0,2634.0,10,2333
2011-08-30,21212,1981.0,2634.0,10,2333
2011-08-31,21212,1944.0,2634.0,10,2333
2011-09-01,21212,1869.0,2634.0,10,2333
2011-09-02,21212,4274.0,0.0,10,2333
2011-09-03,21212,4274.0,0.0,10,2333
2011-09-04,21212,4196.0,0.0,10,2333
2011-09-05,21212,4040.0,0.0,10,2333
2011-09-06,21212,4003.0,0.0,10,2333
2011-09-07,21212,3953.0,0.0,10,2333
2011-09-08,21212,3831.0,0.0,10,2333
2011-09-09,21212,3652.0,0.0,10,2333
2011-09-10,21212,3652.0,0.0,10,2333
2011-09-11,21212,3484.0,0.0,10,2333
2011-09-12,21212,3484.0,0.0,10,2333
2011-09-13,21212,2674.0,0.0,10,2333
2011-09-14,21212,2638.0,0.0,10,2333
2011-09-15,21212,2573.0,0.0,10,2333
2011-09-16,21212,2532.0,0.0,10,2333
2011-09-17,21212,2532.0,0.0,10,2333
2011-09-18,21212,2529.0,0.0,10,2333
2011-09-19,21212,2167.0,2790.0,10,2333
2011-09-20,21212,2073.0,2790.0,10,2333
2011-09-21,21212,1866.0,2790.0,10,2333
2011-09-22,21212,1649.0,2790.0,10,2333
2011-09-23,21212,1566.0,2790.0,10,2333
2011-09-24,21212,1566.0,2790.0,10,2333
2011-09-25,21212,1555.0,2790.0,10,2333
2011-09-26,21212,1527.0,2790.0,10,2333
2011-09-27,21212,1438.0,2790.0,10,2333
2011-09-28,21212,1404.0,2790.0,10,2333
2011-09-29,21212,4123.0,0.0,10,2333
2011-09-30,21212,4074.0,0.0,10,2333
2011-10-01,21212,4074.0,0.0,10,2333
2011-10-02,21212,4063.0,0.0,10,2333
2011-10-03,21212,4037.0,0.0,10,2333
2011-10-04,21212,3954.0,0.0,10,2333
2011-10-05,21212,3930.0,0.0,10,2333
2011-10-06,21212,3784.0,0.0,10,2333
2011-10-07,21212,3598.0,0.0,10,2333
2011-10-08,21212,3598.0,0.0,10,2333
2011-10-09,21212,3594.0,0.0,10,2333
2011-10-10,21212,3489.0,0.0,10,2333
2011-10-11,21212,3406.0,0.0,10,2333
2011-10-12,21212,3357.0,0.0,10,2333
2011-10-13,21212,3188.0,0.0,10,2333
2011-10-14,21212,3167.0,0.0,10,2333
2011-10-15,21212,3167.0,0.0,10,2333
2011-10-16,21212,3143.0,0.0,10,2333
2011-10-17,21212,2868.0,0.0,10,2333
2011-10-18,21212,2788.0,0.0,10,2333
2011-10-19,21212,2788.0,0.0,10,2333
2011-10-20,21212,2716.0,0.0,10,2333
2011-10-21,21212,2667.0,0.0,10,2333
2011-10-22,21212,2667.0,0.0,10,2333
2011-10-23,21212,2640.0,0.0,10,2333
2011-10-24,21212,2626.0,0.0,10,2333
2011-10-25,21212,2565.0,0.0,10,2333
2011-10-26,21212,2505.0,0.0,10,2333
2011-10-27,21212,2444.0,0.0,10,2333
2011-10-28,21212,2200.0,2757.0,10,2333
2011-10-29,21212,2200.0,2757.0,10,2333
2011-10-30,21212,2119.0,2757.0,10,2333
2011-10-31,21212,2055.0,2757.0,10,2333
2011-11-01,21212,2027.0,2757.0,10,2333
2011-11-02,21212,1808.0,2757.0,10,2333
2011-11-03,21212,1279.0,2757.0,10,2333
2011-11-04,21212,1224.0,2757.0,10,2333
2011-11-05,21212,1224.0,2757.0,10,2333
2011-11-06,21212,1078.0,2757.0,10,2333
2011-11-07,21212,3758.0,0.0,10,2333
2011-11-08,21212,3692.0,0.0,10,2333
2011-11-09,21212,3688.0,0.0,10,2333
2011-11-10,21212,3610.0,0.0,10,2333
2011-11-11,21212,3560.0,0.0,10,2333
2011-11-12,21212,3560.0,0.0,10,2333
2011-11-13,21212,3473.0,0.0,10,2333
2011-11-14,21212,3309.0,0.0,10,2333
2011-11-15,21212,3247.0,0.0,10,2333
2011-11-16,21212,3159.0,0.0,10,2333
2011-11-17,21212,3075.0,0.0,10,2333
2011-11-18,21212,2966.0,0.0,10,2333
2011-11-19,21212,2966.0,0.0,10,2333
2011-11-20,21212,2885.0,0.0,10,2333
2011-11-21,21212,2785.0,0.0,10,2333
2011-11-22,21212,2686.0,0.0,10,2333
2011-11-23,21212,2605.0,0.0,10,2333
2011-11-24,21212,2604.0,0.0,10,2333
2011-11-25,21212,2559.0,0.0,10,2333
2011-11-26,21212,2559.0,0.0,10,2333
2011-11-27,21212,2544.0,0.0,10,2333
2011-11-28,21212,2484.0,0.0,10,2333
2011-11-29,21212,2432.0,0.0,10,2333
2011-11-30,21212,2191.0,2766.0,10,2333
2011-12-01,21212,2162.0,2766.0,10,2333
2011-12-02,21212,2046.0,2766.0,10,2333
2011-12-03,21212,2046.0,2766.0,10,2333
2011-12-04,21212,1998.0,2766.0,10,2333
2011-12-05,21212,1956.0,2766.0,10,2333
2011-12-06,21212,1866.0,2766.0,10,2333
2011-12-07,21212,1792.0,2766.0,10,2333
2011-12-08,21212,1741.0,2766.0,10,2333
2011-12-09,21212,1732.0,2766.0,10,2333
2011-08-11,21213,1399.0,0.0,12,893
2011-08-12,21213,1399.0,0.0,12,893
2011-08-13,21213,1399.0,0.0,12,893
2011-08-14,21213,1395.0,0.0,12,893
2011-08-15,21213,1395.0,0.0,12,893
2011-08-16,21213,1389.0,0.0,12,893
2011-08-17,21213,1341.0,0.0,12,893
2011-08-18,21213,620.0,1495.0,12,893
2011-08-19,21213,572.0,1495.0,12,893
2011-08-20,21213,572.0,1495.0,12,893
2011-08-21,21213,543.0,1495.0,12,893
2011-08-22,21213,471.0,1495.0,12,893
2011-08-23,21213,435.0,1495.0,12,893
2011-08-24,21213,414.0,1495.0,12,893
2011-08-25,21213,318.0,1495.0,12,893
2011-08-26,21213,316.0,1495.0,12,893
2011-08-27,21213,316.0,1495.0,12,893
2011-08-28,21213,312.0,1495.0,12,893
2011-08-29,21213,312.0,1495.0,12,893
2011-08-30,21213,1797.0,0.0,12,893
2011-08-31,21213,1797.0,0.0,12,893
2011-09-01,21213,1795.0,0.0,12,893
2011-09-02,21213,1641.0,0.0,12,893
2011-09-03,21213,1641.0,0.0,12,893
2011-09-04,21213,1588.0,0.0,12,893
2011-09-05,21213,1553.0,0.0,12,893
2011-09-06,21213,1272.0,0.0,12,893
2011-09-07,21213,1246.0,0.0,12,893
2011-09-08,21213,1191.0,0.0,12,893
2011-09-09,21213,1179.0,0.0,12,893
2011-09-10,21213,1179.0,0.0,12,893
2011-09-11,21213,789.0,1326.0,12,893
2011-09-12,21213,763.0,1326.0,12,893
2011-09-13,21213,138.0,1326.0,12,893
2011-09-14,21213,15.0,1326.0,12,893
2011-09-15,21213,0.0,1326.0,12,893
2011-09-16,21213,0.0,1326.0,12,893
2011-09-17,21213,0.0,1326.0,12,893
2011-09-18,21213,0.0,1326.0,12,893
2011-09-19,21213,0.0,1326.0,12,893
2011-09-20,21213,0.0,1326.0,12,893
2011-09-21,21213,0.0,1326.0,12,893
2011-09-22,21213,0.0,1326.0,12,893
2011-09-23,21213,1276.0,0.0,12,893
2011-09-24,21213,1276.0,0.0,12,893
2011-09-25,21213,1273.0,0.0,12,893
2011-09-26,21213,1184.0,0.0,12,893
2011-09-27,21213,1158.0,0.0,12,893
2011-09-28,21213,1120.0,0.0,12,893
2011-09-29,21213,1068.0,0.0,12,893
2011-09-30,21213,1040.0,0.0,12,893
2011-10-01,21213,1040.0,0.0,12,893
2011-10-02,21213,1031.0,0.0,12,893
2011-10-03,21213,1007.0,0.0,12,893
2011-10-04,21213,964.0,0.0,12,893
2011-10-05,21213,891.0,1224.0,12,893
2011-10-06,21213,836.0,1224.0,12,893
2011-10-07,21213,757.0,1224.0,12,893
2011-10-08,21213,757.0,1224.0,12,893
2011-10-09,21213,757.0,1224.0,12,893
2011-10-10,21213,728.0,1224.0,12,893
2011-10-11,21213,721.0,1224.0,12,893
2011-10-12,21213,697.0,1224.0,12,893
2011-10-13,21213,647.0,1224.0,12,893
2011-10-14,21213,586.0,1224.0,12,893
2011-10-15,21213,586.0,1224.0,12,893
2011-10-16,21213,584.0,1224.0,12,893
2011-10-17,21213,1688.0,0.0,12,893
2011-10-18,21213,1655.0,0.0,12,893
2011-10-19,21213,1555.0,0.0,12,893
2011-10-20,21213,1507.0,0.0,12,893
2011-10-21,21213,1474.0,0.0,12,893
2011-10-22,21213,1474.0,0.0,12,893
2011-10-23,21213,1472.0,0.0,12,893
2011-10-24,21213,1470.0,0.0,12,893
2011-10-25,21213,1440.0,0.0,12,893
2011-10-26,21213,1416.0,0.0,12,893
2011-10-27,21213,1265.0,0.0,12,893
2011-10-28,21213,1002.0,0.0,12,893
2011-10-29,21213,1002.0,0.0,12,893
2011-10-30,21213,967.0,0.0,12,893
2011-10-31,21213,908.0,0.0,12,893
2011-11-01,21213,908.0,0.0,12,893
2011-11-02,21213,907.0,0.0,12,893
2011-11-03,21213,859.0,1256.0,12,893
2011-11-04,21213,790.0,1256.0,12,893
2011-11-05,21213,790.0,1256.0,12,893
2011-11-06,21213,740.0,1256.0,12,893
2011-11-07,21213,716.0,1256.0,12,893
2011-11-08,21213,710.0,1256.0,12,893
2011-11-09,21213,685.0,1256.0,12,893
2011-11-10,21213,684.0,1256.0,12,893
2011-11-11,21213,637.0,1256.0,12,893
2011-11-12,21213,637.0,1256.0,12,893
2011-11-13,21213,623.0,1256.0,12,893
2011-11-14,21213,596.0,1256.0,12,893
2011-11-15,21213,1842.0,0.0,12,893
2011-11-16,21213,1827.0,0.0,12,893
2011-11-17,21213,1777.0,0.0,12,893
2011-11-18,21213,1745.0,0.0,12,893
2011-11-19,21213,1745.0,0.0,12,893
2011-11-20,21213,1716.0,0.0,12,893
2011-11-21,21213,1690.0,0.0,12,893
2011-11-22,21213,1684.0,0.0,12,893
2011-11-23,21213,1656.0,0.0,12,893
2011-11-24,21213,1656.0,0.0,12,893
2011-11-25,21213,1656.0,0.0,12,893
2011-11-26,21213,1656.0,0.0,12,893
2011-11-27,21213,1652.0,0.0,12,893
2011-11-28,21213,1626.0,0.0,12,893
2011-11-29,21213,1599.0,0.0,12,893
2011-11-30,21213,1478.0,0.0,12,893
2011-12-01,21213,1454.0,0.0,12,893
2011-12-02,21213,1448.0,0.0,12,893
2011-12-03,21213,1448.0,0.0,12,893
2011-12-04,21213,1442.0,0.0,12,893
2011-12-05,21213,1392.0,0.0,12,893
2011-12-06,21213,1389.0,0.0,12,893
2011-12-07,21213,1341.0,0.0,12,893
2011-12-08,21213,1338.0,0.0,12,893
2011-12-09,21213,1336.0,0.0,12,893
2011-08-11,21216,235.0,0.0,8,117
2011-08-12,21216,235.0,0.0,8,117
2011-08-13,21216,235.0,0.0,8,117
2011-08-14,21216,235.0,0.0,8,117
2011-08-15,21216,223.0,0.0,8,117
2011-08-16,21216,206.0,0.0,8,117
2011-08-17,21216,198.0,0.0,8,117
2011-08-18,21216,167.0,0.0,8,117
2011-08-19,21216,167.0,0.0,8,117
2011-08-20,21216,167.0,0.0,8,117
2011-08-21,21216,166.0,0.0,8,117
2011-08-22,21216,166.0,0.0,8,117
2011-08-23,21216,158.0,0.0,8,117
2011-08-24,21216,140.0,0.0,8,117
2011-08-25,21216,140.0,0.0,8,117
2011-08-26,21216,127.0,0.0,8,117
2011-08-27,21216,127.0,0.0,8,117
2011-08-28,21216,126.0,0.0,8,117
2011-08-29,21216,126.0,0.0,8,117
2011-08-30,21216,125.0,0.0,8,117
2011-08-31,21216,122.0,0.0,8,117
2011-09-01,21216,122.0,0.0,8,117
2011-09-02,21216,116.0,150.0,8,117
2011-09-03,21216,116.0,150.0,8,117
2011-09-04,21216,116.0,150.0,8,117
2011-09-05,21216,115.0,150.0,8,117
2011-09-06,21216,114.0,150.0,8,117
2011-09-07,21216,103.0,150.0,8,117
2011-09-08,21216,89.0,150.0,8,117
2011-09-09,21216,84.0,150.0,8,117
2011-09-10,21216,234.0,0.0,8,117
2011-09-11,21216,230.0,0.0,8,117
2011-09-12,21216,228.0,0.0,8,117
2011-09-13,21216,224.0,0.0,8,117
2011-09-14,21216,224.0,0.0,8,117
2011-09-15,21216,223.0,0.0,8,117
2011-09-16,21216,222.0,0.0,8,117
2011-09-17,21216,222.0,0.0,8,117
2011-09-18,21216,221.0,0.0,8,117
2011-09-19,21216,221.0,0.0,8,117
2011-09-20,21216,193.0,0.0,8,117
2011-09-21,21216,189.0,0.0,8,117
2011-09-22,21216,189.0,0.0,8,117
2011-09-23,21216,188.0,0.0,8,117
2011-09-24,21216,188.0,0.0,8,117
2011-09-25,21216,188.0,0.0,8,117
2011-09-26,21216,187.0,0.0,8,117
2011-09-27,21216,180.0,0.0,8,117
2011-09-28,21216,175.0,0.0,8,117
2011-09-29,21216,151.0,0.0,8,117
2011-09-30,21216,73.0,193.0,8,117
2011-10-01,21216,73.0,193.0,8,117
2011-10-02,21216,72.0,193.0,8,117
2011-10-03,21216,72.0,193.0,8,117
2011-10-04,21216,70.0,193.0,8,117
2011-10-05,21216,70.0,193.0,8,117
2011-10-06,21216,70.0,193.0,8,117
2011-10-07,21216,62.0,193.0,8,117
2011-10-08,21216,255.0,0.0,8,117
2011-10-09,21216,255.0,0.0,8,117
2011-10-10,21216,252.0,0.0,8,117
2011-10-11,21216,243.0,0.0,8,117
2011-10-12,21216,243.0,0.0,8,117
2011-10-13,21216,235.0,0.0,8,117
2011-10-14,21216,235.0,0.0,8,117
2011-10-15,21216,235.0,0.0,8,117
2011-10-16,21216,235.0,0.0,8,117
2011-10-17,21216,230.0,0.0,8,117
2011-10-18,21216,206.0,0.0,8,117
2011-10-19,21216,206.0,0.0,8,117
2011-10-20,21216,205.0,0.0,8,117
2011-10-21,21216,205.0,0.0,8,117
2011-10-22,21216,205.0,0.0,8,117
2011-10-23,21216,204.0,0.0,8,117
2011-10-24,21216,202.0,0.0,8,117
2011-10-25,21216,202.0,0.0,8,117
2011-10-26,21216,202.0,0.0,8,117
2011-10-27,21216,201.0,0.0,8,117
2011-10-28,21216,201.0,0.0,8,117
2011-10-29,21216,201.0,0.0,8,117
2011-10-30,21216,200.0,0.0,8,117
2011-10-31,21216,194.0,0.0,8,117
2011-11-01,21216,194.0,0.0,8,117
2011-11-02,21216,194.0,0.0,8,117
2011-11-03,21216,194.0,0.0,8,117
2011-11-04,21216,194.0,0.0,8,117
2011-11-05,21216,194.0,0.0,8,117
2011-11-06,21216,184.0,0.0,8,117
2011-11-07,21216,182.0,0.0,8,117
2011-11-08,21216,165.0,0.0,8,117
2011-11-09,21216,165.0,0.0,8,117
2011-11-10,21216,157.0,0.0,8,117
2011-11-11,21216,157.0,0.0,8,117
2011-11-12,21216,157.0,0.0,8,117
2011-11-13,21216,157.0,0.0,8,117
2011-11-14,21216,155.0,0.0,8,117
2011-11-15,21216,149.0,0.0,8,117
2011-11-16,21216,146.0,0.0,8,117
2011-11-17,21216,121.0,0.0,8,117
2011-11-18,21216,121.0,0.0,8,117
2011-11-19,21216,121.0,0.0,8,117
2011-11-20,21216,116.0,150.0,8,117
2011-11-21,21216,116.0,150.0,8,117
2011-11-22,21216,112.0,150.0,8,117
2011-11-23,21216,102.0,150.0,8,117
2011-11-24,21216,102.0,150.0,8,117
2011-11-25,21216,76.0,150.0,8,117
2011-11-26,21216,76.0,150.0,8,117
2011-11-27,21216,72.0,150.0,8,117
2011-11-28,21216,218.0,0.0,8,117
2011-11-29,21216,206.0,0.0,8,117
2011-11-30,21216,176.0,0.0,8,117
2011-12-01,21216,174.0,0.0,8,117
2011-12-02,21216,170.0,0.0,8,117
2011-12-03,21216,170.0,0.0,8,117
2011-12-04,21216,168.0,0.0,8,117
2011-12-05,21216,165.0,0.0,8,117
2011-12-06,21216,164.0,0.0,8,117
2011-12-07,21216,162.0,0.0,8,117
2011-12-08,21216,160.0,0.0,8,117
2011-12-09,21216,134.0,0.0,8,117
2011-08-11,21217,139.0,0.0,9,131
2011-08-12,21217,139.0,0.0,9,131
2011-08-13,21217,139.0,0.0,9,131
2011-08-14,21217,139.0,0.0,9,131
2011-08-15,21217,139.0,0.0,9,131
2011-08-16,21217,139.0,0.0,9,131
2011-08-17,21217,135.0,0.0,9,131
2011-08-18,21217,110.0,165.0,9,131
2011-08-19,21217,109.0,165.0,9,131
2011-08-20,21217,109.0,165.0,9,131
2011-08-21,21217,109.0,165.0,9,131
2011-08-22,21217,105.0,165.0,9,131
2011-08-23,21217,105.0,165.0,9,131
2011-08-24,21217,104.0,165.0,9,131
2011-08-25,21217,104.0,165.0,9,131
2011-08-26,21217,103.0,165.0,9,131
2011-08-27,21217,268.0,0.0,9,131
2011-08-28,21217,264.0,0.0,9,131
2011-08-29,21217,264.0,0.0,9,131
2011-08-30,21217,263.0,0.0,9,131
2011-08-31,21217,257.0,0.0,9,131
2011-09-01,21217,257.0,0.0,9,131
2011-09-02,21217,256.0,0.0,9,131
2011-09-03,21217,256.0,0.0,9,131
2011-09-04,21217,254.0,0.0,9,131
2011-09-05,21217,253.0,0.0,9,131
2011-09-06,21217,252.0,0.0,9,131
2011-09-07,21217,250.0,0.0,9,131
2011-09-08,21217,243.0,0.0,9,131
2011-09-09,21217,225.0,0.0,9,131
2011-09-10,21217,225.0,0.0,9,131
2011-09-11,21217,225.0,0.0,9,131
2011-09-12,21217,225.0,0.0,9,131
2011-09-13,21217,223.0,0.0,9,131
2011-09-14,21217,223.0,0.0,9,131
